,단축코드,한글 종목약명,시장구분,Degree,community_code,community_label,KOSPI_sector,market_cap,market_cap_row
0,098120,마이크로컨텍솔,KOSDAQ,62,12,반도체,반도체,"1,072억원",1072
1,009520,포스코엠텍,KOSDAQ,129,10,철강금속,금속,"2,994억원",2994
2,095570,AJ네트웍스,KOSPI,54,4,"은행, 증권 및 기타금융",서비스업,"2,468억원",2468
3,006840,AK홀딩스,KOSPI,51,17,섬유의복 및 유통,기타금융업,"2,676억원",2676
4,282330,BGF리테일,KOSPI,50,2,"음식료품, 담배 및 기타화학",유통업,"26,272억원",26272
5,027410,BGF,KOSPI,55,2,"음식료품, 담배 및 기타화학",기타금융업,"4,987억원",4987
6,138930,BNK금융지주,KOSPI,72,4,"은행, 증권 및 기타금융",기타금융업,"28,193억원",28193
7,001460,BYC,KOSPI,133,17,섬유의복 및 유통,섬유의복,"2,705억원",2705
8,001040,CJ,KOSPI,69,8,"광고, 디지털컨텐츠, 엔터테인먼트",기타금융업,"24,946억원",24946
9,011150,CJ씨푸드,KOSPI,132,2,"음식료품, 담배 및 기타화학",음식료품,"1,355억원",1355
10,058820,CMG제약,KOSDAQ,131,11,"의료, 제약 및 생물공학",제약,"5,208억원",5208
11,000590,CS홀딩스,KOSPI,51,10,철강금속,기타금융업,732억원,732
12,012030,DB,KOSPI,110,16,IT서비스,서비스업,"1,893억원",1893
13,016610,DB금융투자,KOSPI,60,4,"은행, 증권 및 기타금융",증권,"2,933억원",2933
14,005830,DB손해보험,KOSPI,54,4,"은행, 증권 및 기타금융",보험업,"40,144억원",40144
15,000990,DB하이텍,KOSPI,61,1,전기전자,전기전자,"31,212억원",31212
16,139130,DGB금융지주,KOSPI,54,4,"은행, 증권 및 기타금융",기타금융업,"16,170억원",16170
17,155660,DSR,KOSPI,60,10,철강금속,철강금속,883억원,883
18,069730,DSR제강,KOSPI,124,10,철강금속,철강금속,660억원,660
19,017940,E1,KOSPI,50,13,기계장비,유통업,"3,313억원",3313
20,383220,F&F,KOSPI,71,17,섬유의복 및 유통,섬유의복,"66,271억원",66271
21,006360,GS건설,KOSPI,59,15,건설,건설업,"35,174억원",35174
22,078930,GS,KOSPI,53,2,"음식료품, 담배 및 기타화학",기타금융업,"37,491억원",37491
23,012630,HDC,KOSPI,113,15,건설,기타금융업,"6,213억원",6213
24,294870,HDC현대산업개발,KOSPI,98,0,"건설, 장비, 기기",건설업,"15,422억원",15422
25,003560,IHQ,KOSPI,89,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"2,179억원",2179
26,175330,JB금융지주,KOSPI,58,4,"은행, 증권 및 기타금융",기타금융업,"16,487억원",16487
27,234080,JW생명과학,KOSPI,62,11,"의료, 제약 및 생물공학",의약품,"2,359억원",2359
28,001060,JW중외제약,KOSPI,99,11,"의료, 제약 및 생물공학",의약품,"5,008억원",5008
29,096760,JW홀딩스,KOSPI,60,11,"의료, 제약 및 생물공학",기타금융업,"2,348억원",2348
30,105560,KB금융,KOSPI,57,4,"은행, 증권 및 기타금융",기타금융업,"238,674억원",238674
31,024120,KB오토시스,KOSDAQ,55,7,운수장비,"운송장비,부품",748억원,748
32,009070,KCTC,KOSPI,123,5,"항공,운수 및 통신장비",운수창고업,"1,794억원",1794
33,001390,KG케미칼,KOSPI,50,1,전기전자,화학,"4,326억원",4326
34,001940,KISCO홀딩스,KOSPI,124,10,철강금속,철강금속,"2,864억원",2864
35,025000,KPX케미칼,KOSPI,82,6,"화학, 섬유",화학,"2,638억원",2638
36,092230,KPX홀딩스,KOSPI,75,6,"화학, 섬유",화학,"2,700억원",2700
37,093050,LF,KOSPI,79,17,섬유의복 및 유통,섬유의복,"5,088억원",5088
38,034220,LG디스플레이,KOSPI,59,1,전기전자,전기전자,"79,435억원",79435
39,003550,LG,KOSPI,62,9,"가전, 전자장비, 기타 부품 및 제품",기타금융업,"126,627억원",126627
40,051900,LG생활건강,KOSPI,61,17,섬유의복 및 유통,화학,"180,078억원",180078
41,032640,LG유플러스,KOSPI,51,9,"가전, 전자장비, 기타 부품 및 제품",통신업,"61,126억원",61126
42,011070,LG이노텍,KOSPI,56,14,전자부품,전기전자,"71,593억원",71593
43,066570,LG전자,KOSPI,51,14,전자부품,전기전자,"210,287억원",210287
44,051910,LG화학,KOSPI,50,2,"음식료품, 담배 및 기타화학",화학,"494,852억원",494852
45,079550,LIG넥스원,KOSPI,68,5,"항공,운수 및 통신장비",기계,"13,838억원",13838
46,000680,LS네트웍스,KOSPI,52,17,섬유의복 및 유통,유통업,"2,325억원",2325
47,006260,LS,KOSPI,57,0,"건설, 장비, 기기",기타금융업,"17,195억원",17195
48,023150,MH에탄올,KOSPI,51,1,전기전자,음식료품,742억원,742
49,035420,NAVER,KOSPI,155,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"643,913억원",643913
50,034310,NICE,KOSPI,53,4,"은행, 증권 및 기타금융",서비스업,"6,194억원",6194
51,008260,NI스틸,KOSPI,54,15,건설,철강금속,945억원,945
52,004250,NPC,KOSPI,136,6,"화학, 섬유",화학,"2,636억원",2636
53,010060,OCI,KOSPI,82,6,"화학, 섬유",화학,"26,234억원",26234
54,010950,S-Oil,KOSPI,88,13,기계장비,화학,"99,411억원",99411
55,950110,SBI핀테크솔루션즈,KOSDAQ,62,16,IT서비스,미분류,"1,575억원",1575
56,101060,SBS미디어홀딩스,KOSPI,54,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"2,735억원",2735
57,002360,SH에너지화학,KOSPI,60,6,"화학, 섬유",화학,"1,035억원",1035
58,009160,SIMPAC,KOSPI,51,0,"건설, 장비, 기기",기계,"4,469억원",4469
59,123700,SJM,KOSPI,60,7,운수장비,운수장비,729억원,729
60,025530,SJM홀딩스,KOSPI,111,7,운수장비,유통업,537억원,537
61,011790,SKC,KOSPI,50,9,"가전, 전자장비, 기타 부품 및 제품",화학,"68,542억원",68542
62,018670,SK가스,KOSPI,67,13,기계장비,유통업,"11,446억원",11446
63,001740,SK네트웍스,KOSPI,51,9,"가전, 전자장비, 기타 부품 및 제품",유통업,"12,509억원",12509
64,210980,SK디앤디,KOSPI,53,15,건설,서비스업,"6,912억원",6912
65,034730,SK,KOSPI,70,9,"가전, 전자장비, 기타 부품 및 제품",기타금융업,"184,344억원",184344
66,096770,SK이노베이션,KOSPI,53,9,"가전, 전자장비, 기타 부품 및 제품",화학,"195,565억원",195565
67,001510,SK증권,KOSPI,55,4,"은행, 증권 및 기타금융",증권,"4,797억원",4797
68,285130,SK케미칼,KOSPI,58,6,"화학, 섬유",화학,"26,255억원",26255
69,017670,SK텔레콤,KOSPI,51,9,"가전, 전자장비, 기타 부품 및 제품",통신업,"122,984억원",122984
70,005610,SPC삼립,KOSPI,89,2,"음식료품, 담배 및 기타화학",음식료품,"6,178억원",6178
71,011810,STX,KOSPI,57,13,기계장비,유통업,"1,153억원",1153
72,077970,STX엔진,KOSPI,93,13,기계장비,기계,"2,161억원",2161
73,071970,STX중공업,KOSPI,88,13,기계장비,기계,"1,274억원",1274
74,084870,TBH글로벌,KOSPI,127,17,섬유의복 및 유통,섬유의복,476억원,476
75,024070,WISCOM,KOSPI,61,6,"화학, 섬유",화학,523억원,523
76,079940,가비아,KOSDAQ,128,16,IT서비스,인터넷,"1,834억원",1834
77,078890,가온미디어,KOSDAQ,55,8,"광고, 디지털컨텐츠, 엔터테인먼트",통신장비,"2,655억원",2655
78,000500,가온전선,KOSPI,72,1,전기전자,전기전자,"1,009억원",1009
79,000860,강남제비스코,KOSPI,67,6,"화학, 섬유",화학,"1,524억원",1524
80,217730,강스템바이오텍,KOSDAQ,80,11,"의료, 제약 및 생물공학",제약,"1,330억원",1330
81,035250,강원랜드,KOSPI,57,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"51,560억원",51560
82,011420,갤럭시아에스엠,KOSPI,99,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,872억원,872
83,063080,게임빌,KOSDAQ,66,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"8,910억원",8910
84,039240,경남스틸,KOSDAQ,104,10,철강금속,금속,986억원,986
85,053950,경남제약,KOSDAQ,61,11,"의료, 제약 및 생물공학",제약,"1,243억원",1243
86,002100,경농,KOSPI,52,2,"음식료품, 담배 및 기타화학",화학,"2,255억원",2255
87,009450,경동나비엔,KOSPI,62,13,기계장비,전기전자,"7,911억원",7911
88,267290,경동도시가스,KOSPI,55,13,기계장비,전기가스업,"1,335억원",1335
89,012320,경동인베스트,KOSPI,58,13,기계장비,기타금융업,823억원,823
90,011040,경동제약,KOSDAQ,106,11,"의료, 제약 및 생물공학",제약,"3,815억원",3815
91,000050,경방,KOSPI,149,17,섬유의복 및 유통,유통업,"3,701억원",3701
92,214390,경보제약,KOSPI,84,11,"의료, 제약 및 생물공학",의약품,"2,199억원",2199
93,012610,경인양행,KOSPI,62,0,"건설, 장비, 기기",화학,"2,599억원",2599
94,009140,경인전자,KOSPI,140,14,전자부품,전기전자,470억원,470
95,024910,경창산업,KOSDAQ,59,7,운수장비,"운송장비,부품","1,134억원",1134
96,013580,계룡건설,KOSPI,69,15,건설,건설업,"3,108억원",3108
97,012200,계양전기,KOSPI,69,7,운수장비,기계,"1,317억원",1317
98,002140,고려산업,KOSPI,52,2,"음식료품, 담배 및 기타화학",음식료품,729억원,729
99,198440,고려시멘트,KOSDAQ,51,15,건설,비금속,"1,289억원",1289
100,049720,고려신용정보,KOSDAQ,94,4,"은행, 증권 및 기타금융",사업지원,"1,210억원",1210
101,010130,고려아연,KOSPI,53,10,철강금속,철강금속,"96,803억원",96803
102,002240,고려제강,KOSPI,79,10,철강금속,철강금속,"4,772억원",4772
103,014570,고려제약,KOSDAQ,111,0,"건설, 장비, 기기",제약,965억원,965
104,098460,고영,KOSDAQ,95,12,반도체,"기계,장비","14,383억원",14383
105,038530,골드퍼시픽,KOSDAQ,58,8,"광고, 디지털컨텐츠, 엔터테인먼트",도매,"1,112억원",1112
106,215000,골프존,KOSDAQ,50,16,IT서비스,소프트웨어,"10,976억원",10976
107,121440,골프존뉴딘홀딩스,KOSDAQ,50,17,섬유의복 및 유통,도매,"3,945억원",3945
108,009290,광동제약,KOSPI,129,11,"의료, 제약 및 생물공학",의약품,"3,827억원",3827
109,014200,광림,KOSDAQ,55,14,전자부품,"운송장비,부품","1,562억원",1562
110,017040,광명전기,KOSPI,58,13,기계장비,전기전자,"1,083억원",1083
111,017900,광전자,KOSPI,64,14,전자부품,전기전자,"1,767억원",1767
112,037710,광주신세계,KOSPI,52,17,섬유의복 및 유통,유통업,"2,864억원",2864
113,026910,광진실업,KOSDAQ,161,1,전기전자,금속,276억원,276
114,090150,광진윈텍,KOSDAQ,61,7,운수장비,"운송장비,부품","1,909억원",1909
115,030610,교보증권,KOSPI,57,4,"은행, 증권 및 기타금융",증권,"5,696억원",5696
116,053270,구영테크,KOSDAQ,97,7,운수장비,"운송장비,부품",816억원,816
117,007690,국도화학,KOSPI,61,6,"화학, 섬유",화학,"5,199억원",5199
118,005320,국동,KOSPI,74,1,전기전자,유통업,"1,676억원",1676
119,066620,국보디자인,KOSDAQ,59,15,건설,전문건설,"1,538억원",1538
120,001140,국보,KOSPI,55,5,"항공,운수 및 통신장비",운수창고업,"1,100억원",1100
121,043650,국순당,KOSDAQ,51,2,"음식료품, 담배 및 기타화학","음식료,담배","1,600억원",1600
122,006050,국영지앤엠,KOSDAQ,75,15,건설,비금속,649억원,649
123,060480,국일신동,KOSDAQ,136,10,철강금속,금속,419억원,419
124,078130,국일제지,KOSDAQ,60,6,"화학, 섬유","종이,목재","5,162억원",5162
125,002720,국제약품,KOSPI,139,11,"의료, 제약 및 생물공학",의약품,"1,151억원",1151
126,114090,GKL,KOSPI,57,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"7,948억원",7948
127,900290,GRT,KOSDAQ,52,6,"화학, 섬유",미분류,829억원,829
128,083420,그린케미칼,KOSPI,75,6,"화학, 섬유",화학,"2,266억원",2266
129,014530,극동유화,KOSPI,62,6,"화학, 섬유",화학,"1,332억원",1332
130,083450,GST,KOSDAQ,59,12,반도체,반도체,"3,312억원",3312
131,900070,글로벌에스엠,KOSDAQ,53,7,운수장비,미분류,537억원,537
132,204620,글로벌텍스프리,KOSDAQ,79,16,IT서비스,금융서비스,"1,408억원",1408
133,019660,글로본,KOSDAQ,70,17,섬유의복 및 유통,도매,"1,152억원",1152
134,014280,금강공업,KOSPI,55,10,철강금속,철강금속,"2,352억원",2352
135,053260,금강철강,KOSDAQ,67,10,철강금속,금속,"1,028억원",1028
136,008870,금비,KOSPI,58,2,"음식료품, 담배 및 기타화학",비금속광물,623억원,623
137,001570,금양,KOSPI,70,1,전기전자,화학,"2,389억원",2389
138,011780,금호석유,KOSPI,59,6,"화학, 섬유",화학,"57,279억원",57279
139,214330,금호에이치티,KOSPI,57,7,운수장비,운수장비,"4,173억원",4173
140,001210,금호전기,KOSPI,61,14,전자부품,전기전자,612억원,612
141,073240,금호타이어,KOSPI,56,1,전기전자,화학,"12,668억원",12668
142,036190,금화피에스시,KOSDAQ,60,13,기계장비,전문건설,"2,007억원",2007
143,049080,기가레인,KOSDAQ,51,12,반도체,반도체,"1,827억원",1827
144,035460,기산텔레콤,KOSDAQ,60,5,"항공,운수 및 통신장비",통신장비,368억원,368
145,092440,기신정기,KOSPI,174,10,철강금속,기계,"1,248억원",1248
146,013700,까뮤이앤씨,KOSPI,67,15,건설,건설업,919억원,919
147,004540,깨끗한나라,KOSPI,115,6,"화학, 섬유",종이목재,"1,585억원",1585
148,187790,나노,KOSDAQ,53,13,기계장비,화학,463억원,463
149,151910,나노스,KOSDAQ,54,14,전자부품,IT부품,"8,442억원",8442
150,121600,나노신소재,KOSDAQ,76,12,반도체,화학,"7,529억원",7529
151,039860,나노엔텍,KOSDAQ,58,11,"의료, 제약 및 생물공학","의료,정밀기기","2,058억원",2058
152,091970,나노캠텍,KOSDAQ,59,14,전자부품,화학,452억원,452
153,051490,나라엠앤디,KOSDAQ,77,7,운수장비,"기계,장비","1,367억원",1367
154,190510,나무가,KOSDAQ,59,14,전자부품,IT부품,"1,553억원",1553
155,089600,나스미디어,KOSDAQ,50,8,"광고, 디지털컨텐츠, 엔터테인먼트",전문기술,"3,357억원",3357
156,138610,나이벡,KOSDAQ,54,11,"의료, 제약 및 생물공학",제약,"3,179억원",3179
157,130580,나이스디앤비,KOSDAQ,69,16,IT서비스,사업지원,"1,466억원",1466
158,036800,나이스정보통신,KOSDAQ,50,16,IT서비스,통신서비스,"2,865억원",2865
159,030190,NICE평가정보,KOSDAQ,66,16,IT서비스,기타서비스,"10,807억원",10807
160,001260,남광토건,KOSPI,61,15,건설,건설업,"1,179억원",1179
161,008350,남선알미늄,KOSPI,112,15,건설,철강금속,"2,743억원",2743
162,004270,남성,KOSPI,50,0,"건설, 장비, 기기",유통업,"1,123억원",1123
163,003920,남양유업,KOSPI,65,2,"음식료품, 담배 및 기타화학",음식료품,"3,031억원",3031
164,025860,남해화학,KOSPI,51,0,"건설, 장비, 기기",화학,"5,092억원",5092
165,091590,남화토건,KOSDAQ,115,15,건설,종합건설,"1,010억원",1010
166,168330,내츄럴엔도텍,KOSDAQ,54,11,"의료, 제약 및 생물공학","연구,개발","1,535억원",1535
167,212560,네오오토,KOSDAQ,75,7,운수장비,"운송장비,부품",575억원,575
168,095660,네오위즈,KOSDAQ,56,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"6,753억원",6753
169,042420,네오위즈홀딩스,KOSDAQ,52,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"5,323억원",5323
170,085910,네오티스,KOSDAQ,54,7,운수장비,"운송장비,부품",703억원,703
171,092730,네오팜,KOSDAQ,82,17,섬유의복 및 유통,화학,"1,998억원",1998
172,153460,네이블,KOSDAQ,58,16,IT서비스,소프트웨어,535억원,535
173,007390,네이처셀,KOSDAQ,60,11,"의료, 제약 및 생물공학",제약,"10,866억원",10866
174,033640,네패스,KOSDAQ,98,12,반도체,반도체,"8,359억원",8359
175,005720,넥센,KOSPI,53,7,운수장비,화학,"2,490억원",2490
176,002350,넥센타이어,KOSPI,50,5,"항공,운수 및 통신장비",화학,"6,700억원",6700
177,065170,넥스트BT,KOSDAQ,68,2,"음식료품, 담배 및 기타화학",도매,"1,157억원",1157
178,003580,넥스트사이언스,KOSPI,56,17,섬유의복 및 유통,미분류,"7,950억원",7950
179,137940,넥스트아이,KOSDAQ,62,12,반도체,"의료,정밀기기","1,044억원",1044
180,160550,NEW,KOSDAQ,98,0,"건설, 장비, 기기","오락,문화","3,558억원",3558
181,041140,넥슨지티,KOSDAQ,65,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"7,269억원",7269
182,217270,넵튠,KOSDAQ,52,8,"광고, 디지털컨텐츠, 엔터테인먼트","출판,매체복제","7,081억원",7081
183,225570,넷게임즈,KOSDAQ,51,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"5,020억원",5020
184,251270,넷마블,KOSPI,61,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"102,714억원",102714
185,090350,노루페인트,KOSPI,51,6,"화학, 섬유",화학,"2,600억원",2600
186,000320,노루홀딩스,KOSPI,52,6,"화학, 섬유",기타금융업,"1,675억원",1675
187,006280,녹십자,KOSPI,90,11,"의료, 제약 및 생물공학",의약품,"26,879억원",26879
188,142280,녹십자엠에스,KOSDAQ,55,11,"의료, 제약 및 생물공학",제약,"1,613억원",1613
189,005250,녹십자홀딩스,KOSPI,74,11,"의료, 제약 및 생물공학",서비스업,"12,651억원",12651
190,065560,녹원씨엔아이,KOSDAQ,50,12,반도체,"출판,매체복제",996억원,996
191,004370,농심,KOSPI,114,2,"음식료품, 담배 및 기타화학",음식료품,"19,039억원",19039
192,072710,농심홀딩스,KOSPI,55,0,"건설, 장비, 기기",기타금융업,"3,557억원",3557
193,154030,아시아종묘,KOSDAQ,50,2,"음식료품, 담배 및 기타화학",농업,594억원,594
194,054050,농우바이오,KOSDAQ,51,2,"음식료품, 담배 및 기타화학",농업,"1,723억원",1723
195,069140,누리플랜,KOSDAQ,77,15,건설,금속,482억원,482
196,126870,뉴로스,KOSDAQ,53,13,기계장비,"기계,장비",795억원,795
197,060260,뉴보텍,KOSDAQ,52,17,섬유의복 및 유통,화학,401억원,401
198,012340,뉴인텍,KOSDAQ,52,14,전자부품,IT부품,"1,058억원",1058
199,144960,뉴파워프라즈마,KOSDAQ,68,12,반도체,"기계,장비","2,740억원",2740
200,085670,뉴프렉스,KOSDAQ,168,14,전자부품,IT부품,"1,574억원",1574
201,119860,다나와,KOSDAQ,61,16,IT서비스,인터넷,"3,478억원",3478
202,064260,다날,KOSDAQ,62,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"11,859억원",11859
203,093640,다믈멀티미디어,KOSDAQ,63,14,전자부품,반도체,722억원,722
204,039560,다산네트웍스,KOSDAQ,80,16,IT서비스,통신장비,"2,692억원",2692
205,058730,다스코,KOSPI,50,15,건설,기계,813억원,813
206,023590,다우기술,KOSPI,70,4,"은행, 증권 및 기타금융",서비스업,"10,297억원",10297
207,032190,다우데이타,KOSDAQ,60,4,"은행, 증권 및 기타금융",도매,"5,592억원",5592
208,068240,다원시스,KOSDAQ,53,12,반도체,IT부품,"9,280억원",9280
209,019680,대교,KOSPI,92,0,"건설, 장비, 기기",서비스업,"3,303억원",3303
210,006370,대구백화점,KOSPI,61,4,"은행, 증권 및 기타금융",유통업,"1,082억원",1082
211,353200,대덕전자,KOSPI,134,14,전자부품,전기전자,"10,180억원",10180
212,020400,대동금속,KOSDAQ,114,7,운수장비,금속,302억원,302
213,008830,대동기어,KOSDAQ,68,7,운수장비,"기계,장비",519억원,519
214,048470,대동스틸,KOSDAQ,60,0,"건설, 장비, 기기",금속,577억원,577
215,008110,대동전자,KOSPI,53,14,전자부품,전기전자,916억원,916
216,004780,대륙제관,KOSDAQ,51,2,"음식료품, 담배 및 기타화학",금속,813억원,813
217,005750,대림B&Co,KOSPI,75,6,"화학, 섬유",비금속광물,"1,250억원",1250
218,017650,대림제지,KOSDAQ,58,6,"화학, 섬유","종이,목재","1,044억원",1044
219,006570,대림통상,KOSPI,53,9,"가전, 전자장비, 기타 부품 및 제품",기계,508억원,508
220,078140,대봉엘에스,KOSDAQ,71,17,섬유의복 및 유통,제약,909억원,909
221,001680,대상,KOSPI,100,2,"음식료품, 담배 및 기타화학",음식료품,"8,056억원",8056
222,084690,대상홀딩스,KOSPI,62,2,"음식료품, 담배 및 기타화학",기타금융업,"3,458억원",3458
223,036480,대성미생물,KOSDAQ,62,2,"음식료품, 담배 및 기타화학",제약,549억원,549
224,128820,대성산업,KOSPI,54,13,기계장비,유통업,"1,866억원",1866
225,117580,대성에너지,KOSPI,54,13,기계장비,전기가스업,"2,128억원",2128
226,025440,대성엘텍,KOSDAQ,74,1,전기전자,일반전기전자,905억원,905
227,027830,대성창투,KOSDAQ,52,4,"은행, 증권 및 기타금융",금융,"1,124억원",1124
228,104040,대성파인텍,KOSDAQ,56,13,기계장비,"운송장비,부품",642억원,642
229,016710,대성홀딩스,KOSPI,54,13,기계장비,서비스업,"7,546억원",7546
230,020180,대신정보통신,KOSDAQ,54,1,전기전자,컴퓨터서비스,421억원,421
231,003540,대신증권,KOSPI,61,4,"은행, 증권 및 기타금융",증권,"10,688억원",10688
232,045390,대아티아이,KOSDAQ,65,0,"건설, 장비, 기기",일반전기전자,"3,928억원",3928
233,009190,대양금속,KOSPI,203,10,철강금속,철강금속,"1,570억원",1570
234,108380,대양전기공업,KOSDAQ,68,1,전기전자,"운송장비,부품","1,449억원",1449
235,006580,대양제지,KOSDAQ,60,6,"화학, 섬유","종이,목재",875억원,875
236,014160,대영포장,KOSPI,56,6,"화학, 섬유",종이목재,"3,149억원",3149
237,047040,대우건설,KOSPI,87,15,건설,건설업,"25,104억원",25104
238,009320,대우부품,KOSPI,70,7,운수장비,운수장비,"1,182억원",1182
239,042660,대우조선해양,KOSPI,66,1,전기전자,운수장비,"25,428억원",25428
240,003090,대웅,KOSPI,163,11,"의료, 제약 및 생물공학",기타금융업,"17,908억원",17908
241,069620,대웅제약,KOSPI,127,11,"의료, 제약 및 생물공학",의약품,"16,916억원",16916
242,007680,대원,KOSDAQ,117,15,건설,종합건설,"1,246억원",1246
243,000430,대원강업,KOSPI,71,1,전기전자,운수장비,"2,325억원",2325
244,048910,대원미디어,KOSDAQ,157,8,"광고, 디지털컨텐츠, 엔터테인먼트",도매,"2,799억원",2799
245,005710,대원산업,KOSDAQ,118,7,운수장비,"운송장비,부품","1,361억원",1361
246,006340,대원전선,KOSPI,53,10,철강금속,전기전자,"1,207억원",1207
247,003220,대원제약,KOSPI,124,11,"의료, 제약 및 생물공학",의약품,"4,478억원",4478
248,024890,대원화성,KOSPI,91,6,"화학, 섬유",화학,"1,864억원",1864
249,290380,대유,KOSDAQ,62,2,"음식료품, 담배 및 기타화학",화학,983억원,983
250,002880,대유에이텍,KOSPI,63,0,"건설, 장비, 기기",운수장비,"1,542억원",1542
251,000300,대유플러스,KOSPI,62,9,"가전, 전자장비, 기타 부품 및 제품",전기전자,"1,567억원",1567
252,120240,대정화금,KOSDAQ,64,11,"의료, 제약 및 생물공학",화학,"1,510억원",1510
253,003310,대주산업,KOSDAQ,120,2,"음식료품, 담배 및 기타화학","음식료,담배",697억원,697
254,078600,대주전자재료,KOSDAQ,93,1,전기전자,IT부품,"15,666억원",15666
255,015230,대창단조,KOSPI,144,7,운수장비,운수장비,"1,091억원",1091
256,012800,대창,KOSPI,59,10,철강금속,철강금속,"1,604억원",1604
257,096350,대창솔루션,KOSDAQ,64,13,기계장비,금속,819억원,819
258,140520,대창스틸,KOSDAQ,70,10,철강금속,금속,662억원,662
259,131220,대한과학,KOSDAQ,55,11,"의료, 제약 및 생물공학",도매,635억원,635
260,010170,대한광통신,KOSDAQ,52,5,"항공,운수 및 통신장비",일반전기전자,"1,910억원",1910
261,054670,대한뉴팜,KOSDAQ,82,11,"의료, 제약 및 생물공학",제약,"1,522억원",1522
262,001070,대한방직,KOSPI,70,6,"화학, 섬유",섬유의복,"2,518억원",2518
263,023910,대한약품,KOSDAQ,63,11,"의료, 제약 및 생물공학",제약,"1,740억원",1740
264,006650,대한유화,KOSPI,79,6,"화학, 섬유",화학,"13,065억원",13065
265,001440,대한전선,KOSPI,54,13,기계장비,전기전자,"15,973억원",15973
266,084010,대한제강,KOSPI,70,10,철강금속,철강금속,"3,845억원",3845
267,001790,대한제당,KOSPI,81,2,"음식료품, 담배 및 기타화학",음식료품,"2,781억원",2781
268,001130,대한제분,KOSPI,96,2,"음식료품, 담배 및 기타화학",음식료품,"2,586억원",2586
269,003490,대한항공,KOSPI,51,5,"항공,운수 및 통신장비",운수창고업,"100,868억원",100868
270,005880,대한해운,KOSPI,79,0,"건설, 장비, 기기",운수창고업,"8,394억원",8394
271,003830,대한화섬,KOSPI,61,1,전기전자,화학,"1,640억원",1640
272,016090,대현,KOSPI,72,17,섬유의복 및 유통,섬유의복,983억원,983
273,069460,대호에이엘,KOSPI,66,10,철강금속,철강금속,"1,755억원",1755
274,067080,대화제약,KOSDAQ,188,11,"의료, 제약 및 생물공학",제약,"1,737억원",1737
275,192080,더블유게임즈,KOSPI,64,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"10,437억원",10437
276,089230,THE E&M,KOSDAQ,54,8,"광고, 디지털컨텐츠, 엔터테인먼트",인터넷,"1,126억원",1126
277,012510,더존비즈온,KOSPI,53,16,IT서비스,서비스업,"23,212억원",23212
278,213420,덕산네오룩스,KOSDAQ,132,12,반도체,반도체,"13,542억원",13542
279,077360,덕산하이메탈,KOSDAQ,155,12,반도체,일반전기전자,"4,146억원",4146
280,004830,덕성,KOSPI,100,6,"화학, 섬유",화학,"2,517억원",2517
281,090410,덕신하우징,KOSDAQ,51,15,건설,금속,"1,062억원",1062
282,024900,덕양산업,KOSPI,70,7,운수장비,운수장비,"1,023억원",1023
283,263600,덕우전자,KOSDAQ,74,14,전자부품,일반전기전자,"1,160억원",1160
284,194480,데브시스터즈,KOSDAQ,51,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"10,744억원",10744
285,263800,데이타솔루션,KOSDAQ,64,16,IT서비스,정보기기,"1,071억원",1071
286,206560,덱스터,KOSDAQ,53,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","7,946억원",7946
287,145720,덴티움,KOSPI,50,11,"의료, 제약 및 생물공학",의료정밀,"6,973억원",6973
288,067990,도이치모터스,KOSDAQ,115,4,"은행, 증권 및 기타금융",자동차판매,"2,343억원",2343
289,002150,도화엔지니어링,KOSPI,62,15,건설,서비스업,"2,586억원",2586
290,006620,동구바이오제약,KOSDAQ,120,0,"건설, 장비, 기기",제약,"2,235억원",2235
291,005160,동국산업,KOSDAQ,70,10,철강금속,금속,"1,890억원",1890
292,075970,동국알앤에스,KOSDAQ,235,10,철강금속,비금속,834억원,834
293,100130,동국S&C,KOSDAQ,68,10,철강금속,금속,"3,017억원",3017
294,001230,동국제강,KOSPI,68,10,철강금속,철강금속,"15,269억원",15269
295,086450,동국제약,KOSDAQ,69,11,"의료, 제약 및 생물공학",제약,"9,537억원",9537
296,004140,동방,KOSPI,57,0,"건설, 장비, 기기",운수창고업,"1,557억원",1557
297,099410,동방선기,KOSDAQ,62,13,기계장비,"운송장비,부품",354억원,354
298,007590,동방아그로,KOSPI,102,2,"음식료품, 담배 및 기타화학",화학,955억원,955
299,005960,동부건설,KOSPI,72,0,"건설, 장비, 기기",건설업,"3,377억원",3377
