,단축코드,한글 종목약명,시장구분,Degree,community_code,community_label,KOSPI_sector,market_cap,market_cap_row
1144,102460,이연제약,KOSPI,130,11,"의료, 제약 및 생물공학",의약품,"7,496억원",7496
1145,039030,이오테크닉스,KOSDAQ,55,12,반도체,반도체,"13,428억원",13428
1146,245620,EDGC,KOSDAQ,66,11,"의료, 제약 및 생물공학","연구,개발","2,762억원",2762
1147,088290,이원컴포텍,KOSDAQ,76,7,운수장비,"운송장비,부품","1,834억원",1834
1148,084680,이월드,KOSPI,123,0,"건설, 장비, 기기",미분류,"2,879억원",2879
1149,181340,이즈미디어,KOSDAQ,60,14,전자부품,"의료,정밀기기","1,410억원",1410
1150,037370,EG,KOSDAQ,79,13,기계장비,종합건설,"1,123억원",1123
1151,353810,이지바이오,KOSDAQ,53,2,"음식료품, 담배 및 기타화학","음식료,담배","1,605억원",1605
1152,092130,이크레더블,KOSDAQ,57,16,IT서비스,기타서비스,"2,403억원",2403
1153,096040,이트론,KOSDAQ,174,16,IT서비스,정보기기,"2,497억원",2497
1154,134060,이퓨쳐,KOSDAQ,52,3,교육서비스 및 문구류,"출판,매체복제",384억원,384
1155,001840,이화공영,KOSDAQ,88,15,건설,종합건설,"1,095억원",1095
1156,000760,이화산업,KOSPI,83,6,"화학, 섬유",유통업,440억원,440
1157,024810,이화전기,KOSDAQ,97,13,기계장비,IT부품,"1,385억원",1385
1158,014990,인디에프,KOSPI,63,17,섬유의복 및 유통,섬유의복,909억원,909
1159,041830,인바디,KOSDAQ,67,11,"의료, 제약 및 생물공학","의료,정밀기기","3,099억원",3099
1160,079950,인베니아,KOSDAQ,51,12,반도체,"기계,장비",589억원,589
1161,277410,인산가,KOSDAQ,50,2,"음식료품, 담배 및 기타화학","음식료,담배",683억원,683
1162,060150,인선이엔티,KOSDAQ,60,15,건설,환경,"5,052억원",5052
1163,033230,인성정보,KOSDAQ,52,16,IT서비스,컴퓨터서비스,"1,325억원",1325
1164,006490,인스코비,KOSPI,79,1,전기전자,통신업,"3,614억원",3614
1165,037330,인지디스플레,KOSDAQ,55,12,반도체,IT부품,"1,303억원",1303
1166,023800,인지컨트롤스,KOSPI,69,7,운수장비,운수장비,"2,122억원",2122
1167,034590,인천도시가스,KOSPI,53,13,기계장비,전기가스업,"1,212억원",1212
1168,083640,인콘,KOSDAQ,138,16,IT서비스,통신장비,773억원,773
1169,216050,인크로스,KOSDAQ,71,8,"광고, 디지털컨텐츠, 엔터테인먼트",전문기술,"3,936억원",3936
1170,049070,인탑스,KOSDAQ,61,1,전기전자,IT부품,"4,678억원",4678
1171,119610,인터로조,KOSDAQ,63,11,"의료, 제약 및 생물공학","의료,정밀기기","3,592억원",3592
1172,017250,인터엠,KOSDAQ,73,0,"건설, 장비, 기기",일반전기전자,260억원,260
1173,129260,인터지스,KOSPI,74,5,"항공,운수 및 통신장비",운수창고업,"1,007억원",1007
1174,035080,인터파크,KOSDAQ,112,8,"광고, 디지털컨텐츠, 엔터테인먼트",소매,"4,522억원",4522
1175,051370,인터플렉스,KOSDAQ,76,14,전자부품,IT부품,"3,161억원",3161
1176,064290,인텍플러스,KOSDAQ,50,12,반도체,반도체,"3,111억원",3111
1177,189300,인텔리안테크,KOSDAQ,79,5,"항공,운수 및 통신장비",일반전기전자,"7,678억원",7678
1178,150840,인트로메딕,KOSDAQ,52,11,"의료, 제약 및 생물공학","의료,정밀기기","2,921억원",2921
1179,048530,인트론바이오,KOSDAQ,62,11,"의료, 제약 및 생물공학",제약,"7,367억원",7367
1180,023810,인팩,KOSPI,75,7,운수장비,운수장비,"1,245억원",1245
1181,175140,인포마크,KOSDAQ,64,3,교육서비스 및 문구류,통신장비,545억원,545
1182,115310,인포바인,KOSDAQ,61,8,"광고, 디지털컨텐츠, 엔터테인먼트",통신서비스,795억원,795
1183,039290,인포뱅크,KOSDAQ,58,16,IT서비스,통신서비스,"1,578억원",1578
1184,071200,인피니트헬스케어,KOSDAQ,56,11,"의료, 제약 및 생물공학",소프트웨어,"1,788억원",1788
1185,101930,인화정공,KOSDAQ,75,13,기계장비,"운송장비,부품","1,222억원",1222
1186,249420,일동제약,KOSPI,153,11,"의료, 제약 및 생물공학",의약품,"6,177억원",6177
1187,000230,일동홀딩스,KOSPI,71,11,"의료, 제약 및 생물공학",의약품,"1,812억원",1812
1188,013360,일성건설,KOSPI,158,15,건설,건설업,"3,187억원",3187
1189,003120,일성신약,KOSPI,95,11,"의료, 제약 및 생물공학",의약품,"1,968억원",1968
1190,068330,일신바이오,KOSDAQ,55,11,"의료, 제약 및 생물공학","기계,장비","1,663억원",1663
1191,003200,일신방직,KOSPI,55,1,전기전자,섬유의복,"2,544억원",2544
1192,007110,일신석재,KOSPI,96,15,건설,유통업,"1,623억원",1623
1193,058450,일야,KOSDAQ,92,14,전자부품,IT부품,217억원,217
1194,007570,일양약품,KOSPI,74,11,"의료, 제약 및 생물공학",의약품,"5,621억원",5621
1195,008500,일정실업,KOSPI,50,1,전기전자,섬유의복,392억원,392
1196,019540,일지테크,KOSDAQ,65,7,운수장비,"운송장비,부품",434억원,434
1197,081000,일진다이아,KOSPI,55,10,철강금속,화학,"4,538억원",4538
1198,020760,일진디스플,KOSPI,79,12,반도체,전기전자,989억원,989
1199,020150,일진머티리얼즈,KOSPI,67,15,건설,전기전자,"55,564억원",55564
1200,103590,일진전기,KOSPI,61,1,전기전자,전기전자,"1,835억원",1835
1201,094820,일진파워,KOSDAQ,82,13,기계장비,전문건설,"2,601억원",2601
1202,015860,일진홀딩스,KOSPI,51,10,철강금속,기타금융업,"2,685억원",2685
1203,226320,잇츠한불,KOSPI,60,17,섬유의복 및 유통,화학,"3,925억원",3925
1204,950140,잉글우드랩,KOSDAQ,61,17,섬유의복 및 유통,미분류,"1,460억원",1460
1205,049550,잉크테크,KOSDAQ,52,1,전기전자,화학,"1,445억원",1445
1206,043910,자연과환경,KOSDAQ,53,15,건설,환경,902억원,902
1207,234920,자이글,KOSDAQ,79,2,"음식료품, 담배 및 기타화학",일반전기전자,575억원,575
1208,033240,자화전자,KOSPI,104,14,전자부품,전기전자,"3,786억원",3786
1209,174880,장원테크,KOSDAQ,115,14,전자부품,통신장비,546억원,546
1210,049630,재영솔루텍,KOSDAQ,59,14,전자부품,IT부품,807억원,807
1211,000950,전방,KOSPI,60,17,섬유의복 및 유통,섬유의복,684억원,684
1212,208140,정다운,KOSDAQ,64,2,"음식료품, 담배 및 기타화학","음식료,담배",940억원,940
1213,022220,정산애강,KOSDAQ,64,15,건설,화학,"1,018억원",1018
1214,040420,정상제이엘에스,KOSDAQ,53,3,교육서비스 및 문구류,교육,"1,250억원",1250
1215,045510,정원엔시스,KOSDAQ,65,16,IT서비스,컴퓨터서비스,789억원,789
1216,217190,제너셈,KOSDAQ,84,12,반도체,반도체,719억원,719
1217,095700,제넥신,KOSDAQ,105,11,"의료, 제약 및 생물공학","연구,개발","16,094억원",16094
1218,122310,제노레이,KOSDAQ,54,11,"의료, 제약 및 생물공학","의료,정밀기기","1,336억원",1336
1219,123330,제닉,KOSDAQ,59,17,섬유의복 및 유통,화학,417억원,417
1220,159580,제로투세븐,KOSDAQ,105,17,섬유의복 및 유통,도매,"2,154억원",2154
1221,147830,제룡산업,KOSDAQ,54,10,철강금속,금속,701억원,701
1222,033100,제룡전기,KOSDAQ,56,13,기계장비,IT부품,810억원,810
1223,079370,제우스,KOSDAQ,112,12,반도체,"기계,장비","2,186억원",2186
1224,067290,JW신약,KOSDAQ,129,11,"의료, 제약 및 생물공학",제약,"1,891억원",1891
1225,054950,제이브이엠,KOSDAQ,52,11,"의료, 제약 및 생물공학","기계,장비","1,662억원",1662
1226,090470,제이스텍,KOSDAQ,100,12,반도체,반도체,937억원,937
1227,137950,제이씨케미칼,KOSDAQ,59,13,기계장비,화학,"1,877억원",1877
1228,033320,제이씨현시스템,KOSDAQ,110,16,IT서비스,도매,"1,334억원",1334
1229,194370,제이에스코퍼레이션,KOSPI,85,17,섬유의복 및 유통,미분류,"2,867억원",2867
1230,026040,제이에스티나,KOSDAQ,84,17,섬유의복 및 유통,기타제조,537억원,537
1231,126880,제이엔케이히터,KOSDAQ,61,13,기계장비,"기계,장비","1,385억원",1385
1232,033050,제이엠아이,KOSDAQ,51,1,전기전자,"출판,매체복제",422억원,422
1233,094970,제이엠티,KOSDAQ,135,14,전자부품,IT부품,653억원,653
1234,035900,JYP Ent.,KOSDAQ,101,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","16,631억원",16631
1235,058420,제이웨이,KOSDAQ,66,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화",78억원,78
1236,025620,제이준코스메틱,KOSPI,51,17,섬유의복 및 유통,화학,685억원,685
1237,036420,제이콘텐트리,KOSPI,81,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"9,167억원",9167
1238,089790,제이티,KOSDAQ,52,12,반도체,반도체,"1,042억원",1042
1239,950170,JTC,KOSDAQ,52,17,섬유의복 및 유통,미분류,"1,411억원",1411
1240,030000,제일기획,KOSPI,68,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"25,942억원",25942
1241,052670,제일바이오,KOSDAQ,57,2,"음식료품, 담배 및 기타화학",제약,948억원,948
1242,271980,제일약품,KOSPI,148,11,"의료, 제약 및 생물공학",의약품,"4,610억원",4610
1243,001560,제일연마,KOSPI,100,10,철강금속,비금속광물,924억원,924
1244,023440,제일제강,KOSDAQ,144,10,철강금속,금속,950억원,950
1245,038010,제일테크노스,KOSDAQ,136,15,건설,금속,659억원,659
1246,002620,제일파마홀딩스,KOSPI,58,1,전기전자,서비스업,"2,524억원",2524
1247,080220,제주반도체,KOSDAQ,97,14,전자부품,반도체,"2,253억원",2253
1248,006220,제주은행,KOSPI,55,4,"은행, 증권 및 기타금융",은행,"1,757억원",1757
1249,089590,제주항공,KOSPI,55,5,"항공,운수 및 통신장비",운수창고업,"8,310억원",8310
1250,082270,젬백스,KOSDAQ,56,1,전기전자,"기계,장비","7,027억원",7027
1251,044060,조광ILI,KOSDAQ,64,13,기계장비,"기계,장비","1,202억원",1202
1252,004910,조광페인트,KOSPI,50,6,"화학, 섬유",화학,"1,078억원",1078
1253,004700,조광피혁,KOSPI,56,6,"화학, 섬유",미분류,"3,497억원",3497
1254,001550,조비,KOSPI,54,2,"음식료품, 담배 및 기타화학",화학,"1,046억원",1046
1255,000480,조선내화,KOSPI,77,10,철강금속,비금속광물,"3,340억원",3340
1256,120030,조선선재,KOSPI,125,10,철강금속,기계,"1,365억원",1365
1257,034940,조아제약,KOSDAQ,69,11,"의료, 제약 및 생물공학",제약,"1,157억원",1157
1258,067000,조이시티,KOSDAQ,102,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"6,276억원",6276
1259,018470,조일알미늄,KOSPI,87,10,철강금속,철강금속,"2,094억원",2094
1260,002600,조흥,KOSPI,120,2,"음식료품, 담배 및 기타화학",음식료품,"1,155억원",1155
1261,063160,종근당바이오,KOSPI,71,11,"의료, 제약 및 생물공학",의약품,"2,161억원",2161
1262,185750,종근당,KOSPI,80,11,"의료, 제약 및 생물공학",의약품,"13,197억원",13197
1263,001630,종근당홀딩스,KOSPI,120,11,"의료, 제약 및 생물공학",의약품,"3,642억원",3642
1264,033340,좋은사람들,KOSDAQ,83,17,섬유의복 및 유통,"섬유,의류",527억원,527
1265,036930,주성엔지니어링,KOSDAQ,99,12,반도체,반도체,"9,312억원",9312
1266,226400,오스테오닉,KOSDAQ,50,11,"의료, 제약 및 생물공학","의료,정밀기기",661억원,661
1267,070960,용평리조트,KOSPI,79,15,건설,서비스업,"2,325억원",2325
1268,187420,제노포커스,KOSDAQ,53,2,"음식료품, 담배 및 기타화학",제약,"1,897억원",1897
1269,023450,동남합성,KOSPI,81,6,"화학, 섬유",화학,"2,300억원",2300
1270,002380,KCC,KOSPI,50,6,"화학, 섬유",화학,"27,637억원",27637
1271,044380,주연테크,KOSPI,78,16,IT서비스,전기전자,778억원,778
1272,024110,기업은행,KOSPI,73,4,"은행, 증권 및 기타금융",은행,"82,245억원",82245
1273,072020,중앙백신,KOSDAQ,54,2,"음식료품, 담배 및 기타화학",제약,"1,529억원",1529
1274,000440,중앙에너비스,KOSDAQ,86,13,기계장비,도매,943억원,943
1275,043610,지니뮤직,KOSDAQ,51,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"3,231억원",3231
1276,263860,지니언스,KOSDAQ,86,16,IT서비스,소프트웨어,"1,190억원",1190
1277,208350,지란지교시큐리티,KOSDAQ,66,16,IT서비스,"출판,매체복제",503억원,503
1278,114570,지스마트글로벌,KOSDAQ,62,14,전자부품,도매,70억원,70
1279,051160,지어소프트,KOSDAQ,74,16,IT서비스,소프트웨어,"2,514억원",2514
1280,001250,GS글로벌,KOSPI,57,13,기계장비,유통업,"1,919억원",1919
1281,007070,GS리테일,KOSPI,53,2,"음식료품, 담배 및 기타화학",유통업,"32,253억원",32253
1282,053050,지에스이,KOSDAQ,53,13,기계장비,"전기,가스",739억원,739
1283,130500,GH신소재,KOSDAQ,67,0,"건설, 장비, 기기","섬유,의류","1,389억원",1389
1284,119850,지엔씨에너지,KOSDAQ,62,13,기계장비,일반전기전자,783억원,783
1285,065060,지엔코,KOSDAQ,52,17,섬유의복 및 유통,"섬유,의류",655억원,655
1286,204840,지엘팜텍,KOSDAQ,95,11,"의료, 제약 및 생물공학","연구,개발",594억원,594
1287,013870,지엠비코리아,KOSPI,68,7,운수장비,운수장비,"1,097억원",1097
1288,071320,지역난방공사,KOSPI,53,13,기계장비,전기가스업,"4,377억원",4377
1289,010580,지코,KOSPI,136,7,운수장비,운수장비,"1,002억원",1002
1290,035000,지투알,KOSPI,109,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"1,175억원",1175
1291,219750,지티지웰니스,KOSDAQ,65,11,"의료, 제약 및 생물공학","의료,정밀기기",412억원,412
1292,088790,진도,KOSPI,93,17,섬유의복 및 유통,유통업,345억원,345
1293,018120,진로발효,KOSDAQ,52,2,"음식료품, 담배 및 기타화학","음식료,담배","2,089억원",2089
1294,109820,진매트릭스,KOSDAQ,73,11,"의료, 제약 및 생물공학","연구,개발","2,080억원",2080
1295,086060,진바이오텍,KOSDAQ,54,2,"음식료품, 담배 및 기타화학","음식료,담배",471억원,471
1296,036890,진성티이씨,KOSDAQ,65,7,운수장비,"기계,장비","2,248억원",2248
1297,003780,진양산업,KOSPI,95,6,"화학, 섬유",화학,"1,069억원",1069
1298,007370,진양제약,KOSDAQ,75,11,"의료, 제약 및 생물공학",제약,836억원,836
1299,010640,진양폴리,KOSPI,51,6,"화학, 섬유",화학,571억원,571
1300,100250,진양홀딩스,KOSPI,77,6,"화학, 섬유",화학,"2,183억원",2183
1301,051630,진양화학,KOSPI,139,6,"화학, 섬유",화학,581억원,581
1302,272450,진에어,KOSPI,52,5,"항공,운수 및 통신장비",운수창고업,"8,482억원",8482
1303,011000,진원생명과학,KOSPI,69,11,"의료, 제약 및 생물공학",의약품,"10,373억원",10373
1304,002780,진흥기업,KOSPI,52,15,건설,건설업,"3,055억원",3055
1305,085660,차바이오텍,KOSDAQ,52,11,"의료, 제약 및 생물공학",제약,"10,774억원",10774
1306,900250,크리스탈신소재,KOSDAQ,50,6,"화학, 섬유",미분류,908억원,908
1307,009310,참엔지니어링,KOSPI,65,12,반도체,기계,680억원,680
1308,094850,참좋은여행,KOSDAQ,61,8,"광고, 디지털컨텐츠, 엔터테인먼트",사업지원,"1,743억원",1743
1309,004650,창해에탄올,KOSDAQ,53,2,"음식료품, 담배 및 기타화학","음식료,담배","1,245억원",1245
1310,000650,천일고속,KOSPI,53,4,"은행, 증권 및 기타금융",운수창고업,936억원,936
1311,096240,청담러닝,KOSDAQ,58,3,교육서비스 및 문구류,교육,"2,596억원",2596
1312,066360,체리부로,KOSDAQ,54,2,"음식료품, 담배 및 기타화학","음식료,담배",647억원,647
1313,033250,체시스,KOSPI,91,7,운수장비,운수장비,406억원,406
1314,094360,칩스앤미디어,KOSDAQ,72,14,전자부품,반도체,"2,077억원",2077
1315,016920,카스,KOSDAQ,56,0,"건설, 장비, 기기",도매,"1,004억원",1004
1316,035720,카카오,KOSPI,82,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"528,255억원",528255
1317,042000,카페24,KOSDAQ,100,16,IT서비스,인터넷,"6,175억원",6175
1318,006380,카프로,KOSPI,92,6,"화학, 섬유",화학,"1,498억원",1498
1319,071850,캐스텍코리아,KOSDAQ,96,7,운수장비,"운송장비,부품",524억원,524
1320,180400,캔서롭,KOSDAQ,50,11,"의료, 제약 및 생물공학",전문기술,"2,221억원",2221
1321,050110,캠시스,KOSDAQ,52,14,전자부품,IT부품,"1,292억원",1292
1322,109070,컨버즈,KOSPI,54,1,전기전자,종이목재,720억원,720
1323,900310,컬러레이,KOSDAQ,50,0,"건설, 장비, 기기",미분류,751억원,751
1324,078340,컴투스,KOSDAQ,54,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"18,039억원",18039
1325,263700,케어랩스,KOSDAQ,61,11,"의료, 제약 및 생물공학",소프트웨어,"1,689억원",1689
1326,214370,케어젠,KOSDAQ,57,17,섬유의복 및 유통,제약,"6,908억원",6908
1327,221980,케이디켐,KOSDAQ,58,6,"화학, 섬유",화학,821억원,821
1328,900280,골든센츄리,KOSDAQ,52,0,"건설, 장비, 기기",미분류,606억원,606
1329,192250,케이사인,KOSDAQ,52,16,IT서비스,소프트웨어,"1,767억원",1767
1330,009440,KC그린홀딩스,KOSPI,65,13,기계장비,기타금융업,955억원,955
1331,029460,케이씨,KOSPI,51,12,반도체,의료정밀,"2,894억원",2894
1332,021320,KCC건설,KOSDAQ,87,15,건설,종합건설,"1,825억원",1825
1333,036670,KCI,KOSDAQ,61,17,섬유의복 및 유통,화학,"1,042억원",1042
1334,115500,케이씨에스,KOSDAQ,107,16,IT서비스,컴퓨터서비스,790억원,790
1335,119650,KC코트렐,KOSPI,96,13,기계장비,기계,"1,086억원",1086
1336,281820,케이씨텍,KOSPI,56,1,전기전자,의료정밀,"4,913억원",4913
1337,089150,케이씨티,KOSDAQ,70,16,IT서비스,컴퓨터서비스,"1,027억원",1027
1338,025880,케이씨피드,KOSDAQ,58,2,"음식료품, 담배 및 기타화학","음식료,담배",501억원,501
1339,093320,케이아이엔엑스,KOSDAQ,94,16,IT서비스,인터넷,"2,435억원",2435
1340,044450,KSS해운,KOSPI,62,5,"항공,운수 및 통신장비",운수창고업,"2,771억원",2771
1341,073010,케이에스피,KOSDAQ,85,13,기계장비,"기계,장비",642억원,642
1342,060720,KH바텍,KOSDAQ,115,14,전자부품,IT부품,"5,694억원",5694
1343,105330,케이엔더블유,KOSDAQ,60,1,전기전자,일반전기전자,"1,638억원",1638
1344,058400,KNN,KOSDAQ,55,8,"광고, 디지털컨텐츠, 엔터테인먼트",방송서비스,"1,761억원",1761
1345,039420,케이엘넷,KOSDAQ,56,16,IT서비스,통신서비스,922억원,922
1346,083550,케이엠,KOSDAQ,57,6,"화학, 섬유","섬유,의류",925억원,925
1347,032500,케이엠더블유,KOSDAQ,84,14,전자부품,통신장비,"16,068억원",16068
1348,122450,KMH,KOSDAQ,76,8,"광고, 디지털컨텐츠, 엔터테인먼트",방송서비스,"3,568억원",3568
1349,052900,KMH하이텍,KOSDAQ,146,12,반도체,반도체,811억원,811
1350,225430,케이엠제약,KOSDAQ,61,17,섬유의복 및 유통,화학,602억원,602
1351,092220,KEC,KOSPI,79,1,전기전자,전기전자,"4,706억원",4706
1352,046440,KG모빌리언스,KOSDAQ,51,16,IT서비스,소프트웨어,"4,814억원",4814
1353,035600,KG이니시스,KOSDAQ,52,3,교육서비스 및 문구류,소프트웨어,"5,218억원",5218
1354,151860,KG ETS,KOSDAQ,51,13,기계장비,환경,"5,490억원",5490
1355,030200,KT,KOSPI,50,0,"건설, 장비, 기기",통신업,"81,075억원",81075
1356,030210,KTB투자증권,KOSPI,58,4,"은행, 증권 및 기타금융",증권,"3,776억원",3776
1357,060370,KT서브마린,KOSDAQ,55,5,"항공,운수 및 통신장비",전문건설,"1,110억원",1110
1358,053210,스카이라이프,KOSPI,80,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"4,366억원",4366
1359,058850,KTcs,KOSPI,52,16,IT서비스,서비스업,"1,076억원",1076
1360,033780,KT&G,KOSPI,50,17,섬유의복 및 유통,미분류,"118,072억원",118072
1361,064820,케이프,KOSDAQ,50,4,"은행, 증권 및 기타금융","운송장비,부품","1,418억원",1418
1362,256940,케이피에스,KOSDAQ,53,12,반도체,반도체,"2,354억원",2354
1363,024880,케이피에프,KOSDAQ,113,7,운수장비,금속,797억원,797
1364,114450,KPX생명과학,KOSDAQ,52,11,"의료, 제약 및 생물공학",제약,"1,038억원",1038
1365,042040,케이피엠테크,KOSDAQ,54,12,반도체,화학,"1,668억원",1668
1366,054410,케이피티유,KOSDAQ,58,10,철강금속,금속,317억원,317
1367,217600,켐온,KOSDAQ,68,11,"의료, 제약 및 생물공학","연구,개발","1,906억원",1906
1368,089010,켐트로닉스,KOSDAQ,52,14,전자부품,화학,"3,982억원",3982
1369,220260,켐트로스,KOSDAQ,63,0,"건설, 장비, 기기",화학,"3,121억원",3121
1370,052400,코나아이,KOSDAQ,56,16,IT서비스,소프트웨어,"4,022억원",4022
1371,046070,코다코,KOSDAQ,80,7,운수장비,"운송장비,부품",527억원,527
1372,047770,코데즈컴바인,KOSDAQ,95,17,섬유의복 및 유통,"섬유,의류",971억원,971
1373,080530,코디,KOSDAQ,51,17,섬유의복 및 유통,화학,426억원,426
1374,224060,코디엠,KOSDAQ,68,12,반도체,반도체,589억원,589
1375,104540,코렌텍,KOSDAQ,53,11,"의료, 제약 및 생물공학","의료,정밀기기","1,520억원",1520
1376,027050,코리아나,KOSDAQ,53,17,섬유의복 및 유통,화학,"1,540억원",1540
1377,007810,코리아써키트,KOSPI,52,12,반도체,전기전자,"5,350억원",5350
1378,101670,코리아에스이,KOSDAQ,102,15,건설,금속,282억원,282
1379,123410,코리아에프티,KOSDAQ,75,7,운수장비,"운송장비,부품",899억원,899
1380,003690,코리안리,KOSPI,52,4,"은행, 증권 및 기타금융",보험업,"11,519억원",11519
1381,036690,코맥스,KOSDAQ,50,14,전자부품,통신장비,777억원,777
1382,049430,코메론,KOSDAQ,69,7,운수장비,"의료,정밀기기",955억원,955
1383,183300,코미코,KOSDAQ,61,12,반도체,반도체,"6,413억원",6413
1384,041960,코미팜,KOSDAQ,87,11,"의료, 제약 및 생물공학",제약,"5,655억원",5655
1385,089890,코세스,KOSDAQ,126,12,반도체,반도체,"1,916억원",1916
1386,009730,코센,KOSDAQ,72,10,철강금속,금속,264억원,264
1387,192820,코스맥스,KOSPI,72,17,섬유의복 및 유통,화학,"11,463억원",11463
1388,044820,코스맥스비티아이,KOSPI,52,17,섬유의복 및 유통,기타금융업,"1,316억원",1316
1389,241710,코스메카코리아,KOSDAQ,66,17,섬유의복 및 유통,화학,"1,335억원",1335
1390,005070,코스모신소재,KOSPI,60,6,"화학, 섬유",화학,"13,554억원",13554
1391,005420,코스모화학,KOSPI,78,6,"화학, 섬유",화학,"3,956억원",3956
1392,069110,코스온,KOSDAQ,69,17,섬유의복 및 유통,화학,630억원,630
1393,071950,코아스,KOSPI,59,17,섬유의복 및 유통,미분류,355억원,355
1394,166480,코아스템,KOSDAQ,63,11,"의료, 제약 및 생물공학",제약,"2,769억원",2769
1395,029960,코엔텍,KOSDAQ,50,0,"건설, 장비, 기기",환경,"4,465억원",4465
1396,003070,코오롱글로벌,KOSPI,52,15,건설,건설업,"5,786억원",5786
1397,002020,코오롱,KOSPI,52,17,섬유의복 및 유통,기타금융업,"4,015억원",4015
1398,102940,코오롱생명과학,KOSDAQ,50,11,"의료, 제약 및 생물공학",제약,"4,588억원",4588
1399,120110,코오롱인더,KOSPI,51,6,"화학, 섬유",화학,"20,694억원",20694
1400,950160,코오롱티슈진,KOSDAQ,50,11,"의료, 제약 및 생물공학",미분류,"4,896억원",4896
1401,138490,코오롱플라스틱,KOSPI,59,6,"화학, 섬유",화학,"4,693억원",4693
1402,021240,코웨이,KOSPI,55,9,"가전, 전자장비, 기타 부품 및 제품",서비스업,"56,383억원",56383
1403,033290,코웰패션,KOSDAQ,53,14,전자부품,소매,"6,699억원",6699
1404,056360,코위버,KOSDAQ,124,16,IT서비스,통신장비,727억원,727
1405,121850,코이즈,KOSDAQ,52,0,"건설, 장비, 기기",IT부품,429억원,429
1406,015710,코콤,KOSDAQ,52,16,IT서비스,통신장비,"1,161억원",1161
1407,052330,코텍,KOSDAQ,59,14,전자부품,정보기기,"1,517억원",1517
1408,126600,코프라,KOSDAQ,94,6,"화학, 섬유",화학,"2,333억원",2333
1409,200130,콜마비앤에이치,KOSDAQ,67,17,섬유의복 및 유통,제약,"9,336억원",9336
1410,031820,콤텍시스템,KOSPI,76,16,IT서비스,서비스업,"1,097억원",1097
1411,192400,쿠쿠홀딩스,KOSPI,50,9,"가전, 전자장비, 기타 부품 및 제품",기타금융업,"6,775억원",6775
1412,284740,쿠쿠홈시스,KOSPI,50,9,"가전, 전자장비, 기타 부품 및 제품",서비스업,"8,638억원",8638
1413,060280,큐렉소,KOSDAQ,61,11,"의료, 제약 및 생물공학",소매,"2,351억원",2351
1414,015590,큐로,KOSPI,71,13,기계장비,기계,"1,094억원",1094
1415,040350,큐로컴,KOSDAQ,55,11,"의료, 제약 및 생물공학",컴퓨터서비스,"1,455억원",1455
1416,051780,큐로홀딩스,KOSDAQ,67,8,"광고, 디지털컨텐츠, 엔터테인먼트",소매,671억원,671
1417,115180,큐리언트,KOSDAQ,54,11,"의료, 제약 및 생물공학","연구,개발","2,692억원",2692
1418,182360,큐브엔터,KOSDAQ,70,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","3,134억원",3134
1419,066310,큐에스아이,KOSDAQ,56,14,전자부품,반도체,"1,656억원",1656
1420,016600,큐캐피탈,KOSDAQ,68,4,"은행, 증권 및 기타금융",금융,"1,019억원",1019
1421,264900,크라운제과,KOSPI,94,1,전기전자,음식료품,"1,180억원",1180
1422,005740,크라운해태홀딩스,KOSPI,122,2,"음식료품, 담배 및 기타화학",기타금융업,"1,275억원",1275
1423,043590,크로바하이텍,KOSDAQ,198,14,전자부품,반도체,764억원,764
1424,114120,크루셜텍,KOSDAQ,78,14,전자부품,IT부품,289억원,289
1425,110790,크리스에프앤씨,KOSDAQ,55,17,섬유의복 및 유통,"섬유,의류","5,055억원",5055
1426,045520,크린앤사이언스,KOSDAQ,70,7,운수장비,"기계,장비","1,294억원",1294
1427,214150,클래시스,KOSDAQ,50,0,"건설, 장비, 기기","의료,정밀기기","12,134억원",12134
1428,237880,클리오,KOSDAQ,70,17,섬유의복 및 유통,화학,"3,342억원",3342
1429,020120,키다리스튜디오,KOSPI,68,0,"건설, 장비, 기기",서비스업,"4,995억원",4995
1430,039490,키움증권,KOSPI,62,4,"은행, 증권 및 기타금융",증권,"28,055억원",28055
1431,054780,키이스트,KOSDAQ,59,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","2,193억원",2193
1432,219130,타이거일렉,KOSDAQ,106,0,"건설, 장비, 기기",반도체,"1,023억원",1023
1433,065130,탑엔지니어링,KOSDAQ,70,12,반도체,"기계,장비","1,270억원",1270
1434,015890,태경산업,KOSPI,82,10,철강금속,화학,"2,125억원",2125
1435,023160,태광,KOSDAQ,109,13,기계장비,금속,"2,782억원",2782
1436,003240,태광산업,KOSPI,50,0,"건설, 장비, 기기",화학,"11,045억원",11045
1437,011280,태림포장,KOSPI,113,6,"화학, 섬유",종이목재,"3,169억원",3169
