,Unnamed: 0,index,ric,종목명,시가총액,시가총액_label,상장주식수,시장구분,btin,SIC,GICS
812,812,812,060720,KH바텍,163914766450,"1,639억원","20,261,405",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
813,813,813,061040,알에프텍,98869500000,988억원,"19,050,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
814,814,814,061970,엘비세미콘,166600372560,"1,666억원","43,784,592",KOSDAQ,반도체 제조업,반도체,반도체
815,815,815,062860,티엘아이,36282246000,362억원,"9,872,720",KOSDAQ,반도체 제조업,반도체,디스플레이
816,816,816,063080,게임빌,369990271200,"3,699억원","6,595,192",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
817,817,817,063160,종근당바이오,111649590150,"1,116억원","5,229,489",KOSPI,의약품 제조업,의약품,건강관리
818,818,818,063170,서울옥션,230078000000,"2,300억원","16,917,500",KOSDAQ,상품 중개업,도매,소매(유통)
819,819,819,063440,SM Life Design,76007192160,760억원,"44,190,228",KOSDAQ,기록매체 복제업,"출판,매체복제","미디어,교육"
820,820,820,063760,이엘피,64752600000,647억원,"4,905,500",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체,디스플레이
821,821,821,064090,에프앤리퍼블릭,116538702150,"1,165억원","59,763,437",KOSDAQ,상품 종합 도매업,도매,"화장품,의류,완구"
822,822,822,064260,다날,200098726720,"2,000억원","54,374,654",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
823,823,823,064290,인텍플러스,47431759485,474억원,"11,043,483",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
824,824,824,064480,브리지텍,42789950000,427억원,"11,952,500",KOSDAQ,소프트웨어 개발 및 공급업,컴퓨터서비스,소프트웨어
825,825,825,064510,에코마이스터,132921673500,"1,329억원","12,659,207",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
826,826,826,064520,바른전자,39586028556,395억원,"66,419,511",KOSDAQ,반도체 제조업,반도체,반도체
827,827,827,064550,바이오니아,192633465120,"1,926억원","20,624,568",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
828,828,828,064760,티씨케이,569740000000,"5,697억원","11,675,000",KOSDAQ,기타 비금속 광물제품 제조업,반도체,반도체
829,829,829,064820,케이프,52971788975,529억원,"25,528,573",KOSDAQ,선박 및 보트 건조업,"운송장비,부품",조선
830,830,830,065060,지엔코,188665484700,"1,886억원","98,008,044",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
831,831,831,065130,탑엔지니어링,124135516890,"1,241억원","15,976,257",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
832,832,832,065170,넥스트BT,102234522920,"1,022억원","61,587,062",KOSDAQ,음·식료품 및 담배 도매업,도매,건강관리
833,833,833,065350,신성델타테크,73996632450,739억원,"22,088,547",KOSDAQ,가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
834,834,834,065420,에스아이리소스,32649554910,326억원,"52,830,995",KOSDAQ,석탄 광업,연료광업,에너지
835,835,835,065440,이루온,39003278600,390억원,"27,275,020",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
836,836,836,065450,빅텍,60515000000,605억원,"24,500,000",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기","상사,자본재"
837,837,837,065500,오리엔트정공,52863767462,528억원,"117,214,562",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
838,838,838,065560,녹원씨엔아이,144691031100,"1,446억원","14,255,274",KOSDAQ,인쇄 및 인쇄관련 산업,"출판,매체복제",화학
839,839,839,065570,삼영이엔씨,45232000000,452억원,"8,800,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,조선
840,840,840,065650,메디프론,157204863420,"1,572억원","29,439,113",KOSDAQ,기계장비 및 관련 물품 도매업,도매,IT하드웨어
841,841,841,065660,안트로젠,616945798100,"6,169억원","8,439,751",KOSDAQ,기타 전문 도매업,도매,건강관리
842,842,842,065680,우주일렉트로,80268497600,802억원,"9,934,220",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
843,843,843,065710,서호전기,61800000000,618억원,"5,150,000",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,소프트웨어
844,844,844,065770,CS,37105245500,371억원,"18,835,150",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
845,845,845,065950,웰크론,82079400340,820억원,"25,490,497",KOSDAQ,직물직조 및 직물제품 제조업,"섬유,의류","건설,건축관련"
846,846,846,066130,하츠,48320000000,483억원,"12,800,000",KOSDAQ,가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
847,847,847,066310,큐에스아이,39735504000,397억원,"8,278,230",KOSDAQ,반도체 제조업,반도체,반도체
848,848,848,066360,체리부로,60204317040,602억원,"27,872,369",KOSDAQ,"도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
849,849,849,066430,와이오엠,127777050700,"1,277억원","11,563,534",KOSDAQ,기타 전문 도매업,도매,화학
850,850,850,066570,LG전자,11422617417200,"114,226억원","163,647,814",KOSPI,통신 및 방송 장비 제조업,전기전자,IT가전
851,851,851,066590,우수AMS,95690424125,956억원,"24,694,303",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
852,852,852,066620,국보디자인,105750000000,"1,057억원","7,500,000",KOSDAQ,실내건축 및 건축마무리 공사업,전문건설,"건설,건축관련"
853,853,853,066670,디스플레이텍,71870424710,718억원,"18,691,918",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
854,854,854,066700,테라젠이텍스,334084585100,"3,340억원","30,791,206",KOSDAQ,의약품 제조업,제약,건강관리
855,855,855,066790,씨씨에스,36193713705,361억원,"85,564,335",KOSDAQ,텔레비전 방송업,방송서비스,"미디어,교육"
856,856,856,066900,디에이피,61751325645,617억원,"22,744,503",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
857,857,857,066910,손오공,55397287330,553억원,"21,896,161",KOSDAQ,기타 전문 도매업,도매,"화장품,의류,완구"
858,858,858,066970,엘앤에프,887562648750,"8,875억원","24,757,675",KOSDAQ,일차전지 및 축전지 제조업,IT부품,IT가전
859,859,859,067000,조이시티,130206514750,"1,302억원","11,783,395",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
860,860,860,067010,이씨에스,30450000000,304억원,"7,500,000",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",정보기기,소프트웨어
861,861,861,067080,대화제약,399126930600,"3,991억원","18,224,974",KOSDAQ,의약품 제조업,제약,건강관리
862,862,862,067160,아프리카TV,466112801850,"4,661억원","11,494,767",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
863,863,863,067170,오텍,144835003050,"1,448억원","15,391,605",KOSDAQ,자동차 재제조 부품 제조업,"운송장비,부품","화장품,의류,완구"
864,864,864,067280,멀티캠퍼스,247739362200,"2,477억원","5,926,779",KOSDAQ,기타 교육기관,디지털컨텐츠,"미디어,교육"
865,865,865,067290,JW신약,300420266860,"3,004억원","41,667,166",KOSDAQ,의약품 제조업,제약,건강관리
866,866,866,067310,하나마이크론,87044708740,870억원,"22,727,078",KOSDAQ,반도체 제조업,반도체,반도체
867,867,867,067390,아스트,160293989400,"1,602억원","15,715,097",KOSDAQ,"항공기,우주선 및 부품 제조업","운송장비,부품","상사,자본재"
868,868,868,067570,엔브이에이치코리아,66635555040,666억원,"28,722,222",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
869,869,869,067630,에이치엘비생명과학,627966212500,"6,279억원","36,298,625",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,건강관리
870,870,870,067730,로지시스,27275492240,272억원,"9,340,922",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
871,871,871,067770,세진티에스,24308136735,243억원,"8,396,593",KOSDAQ,전자부품 제조업,IT부품,디스플레이
872,872,872,067830,세이브존I&C,148157630950,"1,481억원","41,040,895",KOSPI,종합 소매업,유통업,소매(유통)
873,873,873,067900,와이엔텍,89178329100,891억원,"18,199,659",KOSDAQ,폐기물 처리업,환경,운송
874,874,874,067920,이글루시큐리티,47668175865,476억원,"10,996,119",KOSDAQ,기타 정보 서비스업,소프트웨어,소프트웨어
875,875,875,067990,도이치모터스,143660294760,"1,436억원","26,263,308",KOSDAQ,자동차 판매업,자동차판매,소매(유통)
876,876,876,068050,팬엔터테인먼트,52223388600,522억원,"13,742,997",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
877,877,877,068240,다원시스,425208089850,"4,252억원","26,006,611",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT하드웨어
878,878,878,068270,셀트리온,28729454457000,"287,294억원","125,456,133",KOSPI,기초 의약물질 및 생물학적 제제 제조업,의약품,건강관리
879,879,879,068290,삼성출판사,126500000000,"1,265억원","10,000,000",KOSPI,"서적, 잡지 및 기타 인쇄물 출판업",서비스업,"화장품,의류,완구"
880,880,880,068330,일신바이오,88874441400,888억원,"44,216,140",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",건강관리
881,881,881,068760,셀트리온제약,2400419743500,"24,004억원","34,048,507",KOSDAQ,의약품 제조업,제약,건강관리
882,882,882,068790,DMS,115162435000,"1,151억원","23,032,487",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
883,883,883,068930,디지털대성,104031291105,"1,040억원","22,444,723",KOSDAQ,일반 교습 학원,교육,"미디어,교육"
884,884,884,068940,아이씨케이,44587002460,445억원,"31,179,722",KOSDAQ,전자부품 제조업,정보기기,IT하드웨어
885,885,885,069080,웹젠,600285028000,"6,002억원","35,310,884",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
886,886,886,069110,코스온,201119338800,"2,011억원","18,622,161",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
887,887,887,069140,누리플랜,27653153820,276억원,"4,751,401",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"상사,자본재"
888,888,888,069330,유아이디,21635781440,216억원,"11,887,792",KOSDAQ,전자부품 제조업,IT부품,디스플레이
889,889,889,069410,엔텔스,74856612950,748억원,"6,899,227",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
890,890,890,069460,대호에이엘,147070827380,"1,470억원","27,134,839",KOSPI,1차 비철금속 제조업,철강금속,"비철,목재등"
891,891,891,069510,에스텍,111827500000,"1,118억원","10,910,000",KOSDAQ,영상 및 음향기기 제조업,일반전기전자,IT하드웨어
892,892,892,069540,라이트론,120853185010,"1,208억원","14,168,017",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
893,893,893,069620,대웅제약,2178276100000,"21,782억원","11,586,575",KOSPI,의약품 제조업,의약품,건강관리
894,894,894,069730,DSR제강,54864000000,548억원,"14,400,000",KOSPI,1차 철강 제조업,철강금속,철강
895,895,895,069920,아이에스이커머스,107286761065,"1,072억원","25,514,093",KOSDAQ,무점포 소매업,소매,소매(유통)
896,896,896,070960,용평리조트,268583998140,"2,685억원","48,133,333",KOSPI,일반 및 생활 숙박시설 운영업,서비스업,"호텔,레저서비스"
897,897,897,071090,하이스틸,53998488000,539억원,"1,999,944",KOSPI,1차 철강 제조업,철강금속,철강
898,898,898,071200,인피니트헬스케어,158089047840,"1,580억원","24,396,458",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,건강관리
899,899,899,071280,로체시스템즈,52161416230,521억원,"15,296,603",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
900,900,900,071320,지역난방공사,687777393600,"6,877억원","11,578,744",KOSPI,"증기, 냉·온수 및 공기조절 공급업",전기가스업,유틸리티
901,901,901,071670,에이테크솔루션,74100000000,741억원,"10,000,000",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
902,902,902,071840,롯데하이마트,1263012592000,"12,630억원","23,607,712",KOSPI,가전제품 및 정보통신장비 소매업,유통업,소매(유통)
903,903,903,071850,캐스텍코리아,53506350870,535억원,"14,422,197",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
904,904,904,071950,코아스,40488445100,404억원,"30,907,210",KOSPI,가구 제조업,미분류,"건설,건축관련"
905,905,905,071970,STX중공업,28189820210,281억원,"24,836,846",KOSPI,일반 목적용 기계 제조업,기계,조선
906,906,906,072020,중앙백신,188244000000,"1,882억원","9,960,000",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
907,907,907,072130,유엔젤,43347066390,433억원,"13,195,454",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
908,908,908,072470,우리산업홀딩스,78382465150,783억원,"18,887,341",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
909,909,909,072710,농심홀딩스,329746869000,"3,297억원","4,637,790",KOSPI,기타 금융업,기타금융업,필수소비재
910,910,910,072870,메가스터디,131130549000,"1,311억원","11,920,959",KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
911,911,911,072950,빛샘전자,33600000000,336억원,"6,000,000",KOSDAQ,전자부품 제조업,반도체,IT하드웨어
912,912,912,072990,에이치시티,46028336700,460억원,"4,579,934",KOSDAQ,기타 과학기술 서비스업,전문기술,IT하드웨어
913,913,913,073010,케이에스피,28358927680,283억원,"7,542,268",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",조선
914,914,914,073110,엘엠에스,53641402650,536억원,"8,895,755",KOSDAQ,전자부품 제조업,IT부품,디스플레이
915,915,915,073190,듀오백,22499915200,224억원,"11,968,040",KOSDAQ,가구 제조업,기타제조,"건설,건축관련"
916,916,916,073240,금호타이어,1467900066570,"14,679억원","287,260,287",KOSPI,고무제품 제조업,화학,자동차
917,917,917,073490,이노와이어리스,121550625000,"1,215억원","6,002,500",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
918,918,918,073540,에프알텍,29811000000,298억원,"11,400,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
919,919,919,073560,우리손에프앤지,113549734520,"1,135억원","69,237,643",KOSDAQ,"도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
920,920,920,074430,아미노로직스,169066674700,"1,690억원","87,826,844",KOSDAQ,기타 전문 도매업,도매,건강관리
921,921,921,074600,원익QnC,287853600000,"2,878억원","26,288,000",KOSDAQ,유리 및 유리제품 제조업,비금속,반도체
922,922,922,075130,플랜티넷,39289600000,392억원,"8,960,000",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
923,923,923,075180,새론오토모티브,85344000000,853억원,"19,200,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
924,924,924,075580,세진중공업,149269880800,"1,492억원","38,372,720",KOSPI,선박 및 보트 건조업,운수장비,조선
925,925,925,075970,동국알앤에스,38824000000,388억원,"18,400,000",KOSDAQ,기타 비금속 광물제품 제조업,비금속,"비철,목재등"
926,926,926,076080,웰크론한텍,40467777570,404억원,"19,362,573",KOSDAQ,건물 건설업,종합건설,기계
927,927,927,077360,덕산하이메탈,121998350370,"1,219억원","22,718,501",KOSDAQ,반도체 제조업,일반전기전자,반도체
928,928,928,077500,유니퀘스트,181702346790,"1,817억원","27,160,291",KOSPI,기계장비 및 관련 물품 도매업,유통업,반도체
929,929,929,077970,STX엔진,160372060880,"1,603억원","23,008,904",KOSPI,일반 목적용 기계 제조업,기계,조선
930,930,930,078000,텔코웨어,131956801600,"1,319억원","9,702,706",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
931,931,931,078020,이베스트투자증권,372426948000,"3,724억원","40,481,190",KOSDAQ,금융 지원 서비스업,금융서비스,증권
932,932,932,078070,유비쿼스홀딩스,112740666840,"1,127억원","18,696,628",KOSDAQ,기타 금융업,일반전기전자,IT하드웨어
933,933,933,078130,국일제지,99863483148,998억원,"116,391,006",KOSDAQ,기타 종이 및 판지 제품 제조업,"종이,목재","비철,목재등"
934,934,934,078140,대봉엘에스,73614884560,736억원,"11,086,579",KOSDAQ,의약품 제조업,제약,건강관리
935,935,935,078150,HB테크놀러지,214853958720,"2,148억원","78,990,426",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
936,936,936,078160,메디포스트,645210522000,"6,452억원","7,868,421",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
937,937,937,078340,컴투스,1713807144000,"17,138억원","12,866,420",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
938,938,938,078520,에이블씨엔씨,235571816870,"2,355억원","24,823,163",KOSPI,기타 화학제품 제조업,화학,"화장품,의류,완구"
939,939,939,078600,대주전자재료,257556682500,"2,575억원","14,551,225",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
940,940,940,078860,아이오케이,77110473980,771억원,"39,747,667",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
941,941,941,078890,가온미디어,84911585850,849억원,"14,514,801",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT가전
942,942,942,078930,GS,4840891193800,"48,408억원","92,915,378",KOSPI,기타 금융업,기타금융업,에너지
943,943,943,079000,와토스코리아,39024000000,390억원,"7,200,000",KOSDAQ,플라스틱제품 제조업,화학,"건설,건축관련"
944,944,944,079160,CJ CGV,841162191750,"8,411억원","21,161,313",KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업",서비스업,"미디어,교육"
945,945,945,079190,EMW,88360067660,883억원,"31,784,197",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
946,946,946,079370,제우스,125646400000,"1,256억원","10,384,000",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",반도체
947,947,947,079550,LIG넥스원,864600000000,"8,646억원","22,000,000",KOSPI,무기 및 총포탄 제조업,기계,"상사,자본재"
948,948,948,079650,서산,61700000000,617억원,"20,000,000",KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
949,949,949,079810,디이엔티,20832509600,208억원,"8,979,530",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
950,950,950,079940,가비아,89200157560,892억원,"13,535,684",KOSDAQ,소프트웨어 개발 및 공급업,인터넷,소프트웨어
951,951,951,079950,인베니아,79344000000,793억원,"23,200,000",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
952,952,952,079960,동양이엔피,74748600000,747억원,"7,860,000",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
953,953,953,079970,투비소프트,156253082960,"1,562억원","24,376,456",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
954,954,954,080000,에스엔유,82203273650,822억원,"34,322,870",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
955,955,955,080010,이상네트웍스,73832850000,738억원,"9,015,000",KOSDAQ,상품 중개업,인터넷,소매(유통)
956,956,956,080160,모두투어,492345000000,"4,923억원","18,900,000",KOSDAQ,여행사 및 기타 여행보조 서비스업,사업지원,"호텔,레저서비스"
957,957,957,080220,제주반도체,114813362760,"1,148억원","28,560,538",KOSDAQ,반도체 제조업,반도체,반도체
958,958,958,080420,모다이노칩,320879528550,"3,208억원","39,860,811",KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",IT부품,IT하드웨어
959,959,959,080470,성창오토텍,52414000000,524억원,"7,300,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
960,960,960,080520,오디텍,62726892060,627억원,"11,746,609",KOSDAQ,반도체 제조업,반도체,반도체
961,961,961,080530,코디,42585046700,425억원,"11,862,130",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
962,962,962,080580,오킨스전자,18321000000,183억원,"6,200,000",KOSDAQ,전자부품 제조업,반도체,반도체
963,963,963,081000,일진다이아,237965272500,"2,379억원","11,277,975",KOSPI,기타 화학제품 제조업,화학,"비철,목재등"
964,964,964,081150,티플랙스,60792347010,607억원,"24,268,402",KOSDAQ,기타 금속 가공제품 제조업,금속,"비철,목재등"
965,965,965,081580,성우전자,46524429000,465억원,"15,508,143",KOSDAQ,통신 및 방송 장비 제조업,IT부품,IT하드웨어
966,966,966,082210,옵트론텍,96108271020,961억원,"22,560,627",KOSDAQ,사진장비 및 광학기기 제조업,IT부품,IT하드웨어
967,967,967,082270,젬백스,415561843400,"4,155억원","34,343,954",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",반도체
968,968,968,082640,동양생명,943947722250,"9,439억원","161,358,585",KOSPI,보험업,보험업,보험
969,969,969,082740,HSD엔진,147603196160,"1,476억원","32,947,142",KOSPI,일반 목적용 기계 제조업,기계,조선
970,970,970,082920,비츠로셀,234105650450,"2,341억원","19,590,431",KOSDAQ,일차전지 및 축전지 제조업,IT부품,IT가전
971,971,971,083310,엘오티베큠,99039172320,990억원,"13,258,256",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
972,972,972,083420,그린케미칼,74500000000,745억원,"20,000,000",KOSPI,기타 화학제품 제조업,화학,화학
973,973,973,083450,GST,43700224050,437억원,"9,317,745",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
974,974,974,083500,에프엔에스테크,27570856050,275억원,"7,015,485",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
975,975,975,083550,케이엠,77933987770,779억원,"10,004,363",KOSDAQ,기타 섬유제품 제조업,"섬유,의류",반도체
976,976,976,083640,인콘,217196887200,"2,171억원","126,277,260",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
977,977,977,083650,비에이치아이,81120000000,811억원,"26,000,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
978,978,978,083660,CSA 코스믹,97553346540,975억원,"19,747,641",KOSDAQ,플라스틱제품 제조업,화학,"화장품,의류,완구"
979,979,979,083930,아바코,95659099900,956억원,"15,996,505",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
980,980,980,084010,대한제강,124219539360,"1,242억원","24,646,734",KOSPI,1차 철강 제조업,철강금속,철강
981,981,981,084370,유진테크,272700899800,"2,727억원","22,916,042",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
982,982,982,084650,랩지노믹스,57896956200,578억원,"9,103,295",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
983,983,983,084670,동양고속,87130972250,871억원,"2,999,345",KOSPI,육상 여객 운송업,운수창고업,운송
984,984,984,084680,이월드,181472343485,"1,814억원","90,509,897",KOSPI,유원지 및 기타 오락관련 서비스업,서비스업,"호텔,레저서비스"
985,985,985,084690,대상홀딩스,278836542600,"2,788억원","36,212,538",KOSPI,기타 금융업,기타금융업,필수소비재
986,986,986,084730,팅크웨어,68392473920,683억원,"10,425,682",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT가전
987,987,987,085310,엔케이,96779855920,967억원,"79,983,352",KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",기계,기계
988,988,988,085370,루트로닉,234477747300,"2,344억원","25,212,661",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
989,989,989,085620,미래에셋생명,797457931445,"7,974억원","177,016,189",KOSPI,보험업,보험업,보험
990,990,990,085660,차바이오텍,1075642462000,"10,756억원","52,470,364",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
991,991,991,085670,뉴프렉스,62833435830,628억원,"21,156,039",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
992,992,992,085810,알티캐스트,68126343600,681억원,"21,223,160",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
993,993,993,085910,네오티스,43504028100,435억원,"11,013,678",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
994,994,994,086040,바이오톡스텍,133266300450,"1,332억원","14,564,623",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
995,995,995,086060,진바이오텍,38403218020,384억원,"8,610,587",KOSDAQ,동물용 사료 및 조제식품 제조업,"음식료,담배",건강관리
996,996,996,086390,유니테스트,239872330100,"2,398억원","21,134,126",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
997,997,997,086450,동국제약,532630800000,"5,326억원","8,892,000",KOSDAQ,의약품 제조업,제약,건강관리
998,998,998,086520,에코프로,755484532200,"7,554억원","22,090,191",KOSDAQ,기타 화학제품 제조업,IT부품,화학
999,999,999,086670,비엠티,60365779890,603억원,"8,146,529",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
1000,1000,1000,086790,하나금융지주,11574331490100,"115,743억원","300,242,062",KOSPI,기타 금융업,기타금융업,은행
1001,1001,1001,086820,바이오솔루션,327617510500,"3,276억원","7,847,126",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1002,1002,1002,086890,이수앱지스,179188215160,"1,791억원","26,625,292",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1003,1003,1003,086900,메디톡스,3116750785000,"31,167억원","5,656,535",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1004,1004,1004,086980,쇼박스,241949000000,"2,419억원","62,600,000",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
1005,1005,1005,087010,펩트론,364770700000,"3,647억원","15,326,500",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1006,1006,1006,087260,모바일어플라이언스,76500000000,765억원,"15,000,000",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,IT가전
1007,1007,1007,087600,픽셀플러스,56757578100,567억원,"8,166,558",KOSDAQ,전자부품 제조업,반도체,반도체
1008,1008,1008,088130,동아엘텍,101579196560,"1,015억원","11,150,296",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
1009,1009,1009,088290,이원컴포텍,17311157190,173억원,"14,247,866",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
1010,1010,1010,088390,이녹스,82287427200,822억원,"9,350,844",KOSDAQ,그외 기타 운송장비 제조업,"운송장비,부품","화장품,의류,완구"
1011,1011,1011,088790,진도,60744990720,607억원,"12,447,744",KOSPI,기타 전문 도매업,유통업,"화장품,의류,완구"
1012,1012,1012,088800,에이스테크,148596754670,"1,485억원","34,120,954",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1013,1013,1013,088910,동우팜투테이블,92348556300,923억원,"25,831,764",KOSDAQ,"도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
1014,1014,1014,089010,켐트로닉스,68928530580,689억원,"12,624,273",KOSDAQ,기타 화학제품 제조업,화학,화학
1015,1015,1015,089030,테크윙,180181395240,"1,801억원","18,827,732",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
1016,1016,1016,089150,케이씨티,31813250000,318억원,"17,150,000",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
1017,1017,1017,089230,THE E&M,79276025740,792억원,"91,860,980",KOSDAQ,기타 정보 서비스업,인터넷,소프트웨어
1018,1018,1018,089470,HDC현대EP,133661000000,"1,336억원","31,900,000",KOSPI,기타 화학제품 제조업,화학,자동차
1019,1019,1019,089530,에이티세미콘,39480140910,394억원,"66,353,178",KOSDAQ,반도체 제조업,반도체,반도체
