종목명,시가총액,상장주식수,시장구분,btin,SIC,GICS
녹십자,"1,682,861,472,000","11,686,538",KOSPI,의약품 제조업,의약품,건강관리
대원전선,"107,609,330,180","68,107,171",KOSPI,절연선 및 케이블 제조업,전기전자,기계
GS건설,"3,309,366,730,750","79,266,269",KOSPI,건물 건설업,건설업,"건설,건축관련"
대구백화점,"96,961,634,560","10,821,611",KOSPI,종합 소매업,유통업,소매(유통)
카프로,"191,800,000,000","40,000,000",KOSPI,기초 화학물질 제조업,화학,화학
한일현대시멘트,"751,620,698,400","16,758,544",KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속광물,"건설,건축관련"
삼성SDI,"14,406,169,035,000","68,764,530",KOSPI,일차전지 및 축전지 제조업,전기전자,IT가전
인스코비,"611,914,024,480","89,723,464",KOSPI,전기 통신업,통신업,통신서비스
대림통상,"62,498,625,000","15,225,000",KOSPI,기타 금속 가공제품 제조업,기계,"건설,건축관련"
대양제지,"100,956,000,000","26,850,000",KOSDAQ,"펄프, 종이 및 판지 제조업","종이,목재","비철,목재등"
동구바이오제약,"194,961,200,000","9,604,000",KOSDAQ,의약품 제조업,제약,건강관리
대한유화,"1,066,000,000,000","6,500,000",KOSPI,기초 화학물질 제조업,화학,화학
삼성공조,"71,755,352,620","8,126,314",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
서부T&D,"470,471,847,490","51,871,207",KOSDAQ,상품 종합 도매업,"숙박,음식","호텔,레저서비스"
영풍제지,"74,370,000,000","22,200,000",KOSPI,"골판지, 종이 상자 및 종이용기 제조업",종이목재,"비철,목재등"
미래에셋대우,"4,404,136,769,520","658,316,408",KOSPI,금융 지원 서비스업,증권,증권
AK홀딩스,"650,455,245,100","13,247,561",KOSPI,기타 금융업,기타금융업,화학
신송홀딩스,"50,272,646,500","11,828,858",KOSPI,산업용 농·축산물 및 동·식물 도매업,유통업,필수소비재
태경화학,"50,344,000,000","11,600,000",KOSPI,기초 화학물질 제조업,화학,화학
보성파워텍,"114,178,250,310","45,854,719",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
모헨즈,"58,749,600,000","10,920,000",KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
우성사료,"78,022,500,000","30,900,000",KOSPI,"곡물가공품, 전분 및 전분제품 제조업",음식료품,필수소비재
GS리테일,"2,706,550,000,000","77,000,000",KOSPI,종합 소매업,유통업,소매(유통)
일신석재,"129,352,538,700","77,456,610",KOSPI,"건축자재, 철물 및 난방장치 도매업",유통업,"건설,건축관련"
미래아이앤지,"49,514,738,482","103,587,319",KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",서비스업,소프트웨어
사조산업,"263,500,000,000","5,000,000",KOSPI,어로 어업,미분류,필수소비재
벽산,"155,288,400,000","68,560,000",KOSPI,기타 비금속 광물제품 제조업,비금속광물,"건설,건축관련"
한국특수형강,"47,575,117,920","18,020,878",KOSPI,1차 철강 제조업,철강금속,철강
오뚜기,"2,592,165,403,000","3,605,237",KOSPI,기타 식품 제조업,음식료품,필수소비재
푸른저축은행,"125,639,724,000","15,082,800",KOSDAQ,은행 및 저축기관,금융,은행
디티알오토모티브,"307,815,354,000","9,994,005",KOSPI,일차전지 및 축전지 제조업,전기전자,자동차
진양제약,"46,320,000,000","12,000,000",KOSDAQ,의약품 제조업,제약,건강관리
네이처셀,"700,344,466,800","53,056,399",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,필수소비재
에이프로젠 KIC,"443,991,091,120","49,774,786",KOSPI,기타 금속 가공제품 제조업,기계,기계
영신금속,"21,816,045,600","12,832,968",KOSDAQ,기타 금속 가공제품 제조업,금속,자동차
샘표,"120,783,600,000","2,875,800",KOSPI,기타 금융업,기타금융업,필수소비재
일양약품,"569,474,921,600","19,045,984",KOSPI,의약품 제조업,의약품,건강관리
동방아그로,"90,012,183,970","13,617,577",KOSPI,"비료, 농약 및 살균, 살충제 제조업",화학,화학
선도전기,"76,410,000,000","18,000,000",KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기전자,기계
폴루스바이오팜,"254,977,817,900","31,634,965",KOSPI,통신 및 방송 장비 제조업,유통업,"화장품,의류,완구"
이수페타시스,"257,927,487,500","41,268,398",KOSPI,전자부품 제조업,전기전자,IT하드웨어
대원,"133,152,500,000","11,050,000",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
국도화학,"273,098,952,000","5,810,616",KOSPI,기초 화학물질 제조업,화학,화학
F&F,"817,740,000,000","15,400,000",KOSPI,봉제의복 제조업,섬유의복,"화장품,의류,완구"
대명코퍼레이션,"200,088,893,250","100,800,450",KOSDAQ,상품 종합 도매업,도매,소매(유통)
한일화학,"38,961,000,000","3,510,000",KOSDAQ,기초 화학물질 제조업,화학,화학
코리아써키트,"121,174,452,630","23,620,751",KOSPI,전자부품 제조업,전기전자,IT하드웨어
에스엠코어,"181,307,211,300","20,033,946",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
서연,"84,762,236,840","23,479,844",KOSPI,기타 금융업,기타금융업,자동차
태평양물산,"139,004,201,470","49,911,742",KOSPI,봉제의복 제조업,섬유의복,"화장품,의류,완구"
사조동아원,"170,784,966,000","141,144,600",KOSPI,"곡물가공품, 전분 및 전분제품 제조업",음식료품,필수소비재
대덕전자,"413,304,661,000","48,796,300",KOSPI,전자부품 제조업,전기전자,IT하드웨어
대동전자,"35,562,615,330","10,490,447",KOSPI,통신 및 방송 장비 제조업,전기전자,IT하드웨어
이건산업,"107,153,244,000","10,505,220",KOSPI,나무제품 제조업,종이목재,"건설,건축관련"
NI스틸,"69,927,286,065","28,600,117",KOSPI,1차 철강 제조업,철강금속,철강
원풍물산,"130,148,137,590","38,391,781",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
남선알미늄,"183,448,184,850","110,179,090",KOSPI,1차 비철금속 제조업,철강금속,"건설,건축관련"
원풍,"42,180,000,000","12,000,000",KOSDAQ,플라스틱제품 제조업,화학,화학
문배철강,"61,920,585,100","20,503,505",KOSPI,1차 철강 제조업,철강금속,철강
부스타,"48,243,552,000","8,404,800",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
서흥,"273,031,066,800","11,569,113",KOSPI,기타 화학제품 제조업,화학,건강관리
일정실업,"19,140,000,000","1,200,000",KOSPI,편조원단 제조업,섬유의복,자동차
메리츠종금증권,"2,701,159,181,120","605,641,072",KOSPI,금융 지원 서비스업,증권,증권
윌비스,"64,980,000,000","57,000,000",KOSPI,생활용품 도매업,유통업,"화장품,의류,완구"
아남전자,"206,694,517,600","77,124,820",KOSPI,영상 및 음향기기 제조업,전기전자,IT가전
율촌화학,"306,280,000,000","24,800,000",KOSPI,플라스틱제품 제조업,화학,"비철,목재등"
호텔신라,"3,269,368,479,300","39,248,121",KOSPI,기타 상품 전문 소매업,유통업,"호텔,레저서비스"
행남사,"90,376,614,460","25,351,084",KOSDAQ,기타 식품 제조업,"음식료,담배","화장품,의류,완구"
대동기어,"22,783,363,200","898,752",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
금비,"65,400,000,000","1,000,000",KOSPI,유리 및 유리제품 제조업,비금속광물,"비철,목재등"
한미사이언스,"4,578,297,150,700","63,499,267",KOSPI,기타 금융업,기타금융업,건강관리
동양철관,"144,883,022,700","88,885,290",KOSPI,1차 철강 제조업,철강금속,철강
케이씨티시,"73,500,000,000","30,000,000",KOSPI,도로 화물 운송업,운수창고업,운송
경인전자,"36,521,030,250","1,570,797",KOSPI,전자부품 제조업,전기전자,IT가전
삼성전기,"8,141,612,864,000","74,693,696",KOSPI,전자부품 제조업,전기전자,IT하드웨어
SIMPAC,"159,648,019,040","65,429,516",KOSPI,특수 목적용 기계 제조업,기계,기계
한솔로지스틱스,"23,150,782,125","16,477,425",KOSPI,기타 운송관련 서비스업,운수창고업,운송
대양금속,"51,550,549,605","12,317,933",KOSPI,1차 철강 제조업,철강금속,"비철,목재등"
무림페이퍼,"130,237,140,300","41,609,310",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,"비철,목재등"
한샘,"1,374,381,395,200","23,533,928",KOSPI,생활용품 도매업,유통업,"건설,건축관련"
신원,"141,581,890,440","76,738,152",KOSPI,봉제의복 제조업,섬유의복,"화장품,의류,완구"
광동제약,"336,541,863,420","52,420,851",KOSPI,의약품 제조업,의약품,건강관리
삼아제약,"107,016,000,000","6,370,000",KOSDAQ,의약품 제조업,제약,건강관리
참엔지니어링,"89,279,773,770","49,189,958",KOSPI,특수 목적용 기계 제조업,기계,디스플레이
대우부품,"79,092,982,500","47,646,375",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
태영건설,"771,640,000,000","76,400,000",KOSPI,토목 건설업,건설업,"건설,건축관련"
한올바이오파마,"1,598,563,522,800","52,240,638",KOSPI,의약품 제조업,의약품,건강관리
KC그린홀딩스,"83,345,950,700","22,434,980",KOSPI,기타 금융업,기타금융업,기계
경동나비엔,"542,066,150,500","12,739,510",KOSPI,가정용 기기 제조업,전기전자,"화장품,의류,완구"
한창제지,"104,418,100,500","59,667,486",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,"비철,목재등"
삼화전기,"141,205,057,000","6,613,820",KOSPI,전자부품 제조업,전기전자,IT가전
포스코엠텍,"269,428,288,410","41,642,703",KOSDAQ,1차 철강 제조업,금속,철강
한국조선해양,"9,475,663,362,000","69,165,426",KOSPI,선박 및 보트 건조업,운수장비,조선
무림P&P,"422,233,553,480","62,368,324",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,"비철,목재등"
삼보산업,"24,956,250,000","4,125,000",KOSDAQ,1차 비철금속 제조업,금속,"비철,목재등"
모토닉,"282,150,000,000","33,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
코센,"42,984,358,610","41,732,387",KOSDAQ,1차 철강 제조업,금속,"비철,목재등"
삼정펄프,"83,374,032,850","2,499,971",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,필수소비재
엠에스씨,"124,784,000,000","17,600,000",KOSDAQ,기타 식품 제조업,"음식료,담배",필수소비재
엔케이물산,"58,735,596,729","81,238,723",KOSPI,기타 전문 도매업,유통업,"미디어,교육"
한화솔루션,"2,927,831,572,300","163,110,394",KOSPI,기초 화학물질 제조업,화학,화학
영원무역홀딩스,"854,951,618,400","13,635,592",KOSPI,기타 금융업,기타금융업,"화장품,의류,완구"
한국내화,"106,315,888,800","22,863,632",KOSPI,"내화, 비내화 요업제품 제조업",비금속광물,"비철,목재등"
우리종금,"538,014,317,988","674,203,406",KOSPI,기타 금융업,기타금융업,은행
OCI,"2,370,627,477,400","23,849,371",KOSPI,기초 화학물질 제조업,화학,화학
한국프랜지공업,"46,436,890,500","30,450,420",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
엘에스일렉트릭,"1,479,000,000,000","30,000,000",KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기전자,기계
고려아연,"8,227,320,000,000","18,870,000",KOSPI,1차 비철금속 제조업,철강금속,"비철,목재등"
삼성중공업,"4,888,800,000,000","630,000,000",KOSPI,선박 및 보트 건조업,운수장비,조선
대한광통신,"357,278,173,125","73,741,625",KOSDAQ,절연선 및 케이블 제조업,일반전기전자,기계
흥국,"54,466,316,320","12,322,696",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
쌍용정보통신,"43,498,836,550","40,464,034",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
우진아이엔에스,"88,415,200,000","7,622,000",KOSPI,건물설비 설치 공사업,건설업,"건설,건축관련"
한솔피엔에스,"25,616,265,000","20,493,012",KOSPI,기타 전문 도매업,유통업,"비철,목재등"
오리콤,"55,768,937,500","11,498,750",KOSDAQ,광고업,전문기술,"미디어,교육"
지코,"35,819,682,526","50,521,414",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
웰바이오텍,"171,423,767,600","23,165,374",KOSPI,상품 중개업,유통업,"화장품,의류,완구"
현대미포조선,"2,170,000,000,000","20,000,000",KOSPI,선박 및 보트 건조업,운수장비,조선
진양폴리우레탄,"19,000,000,000","10,000,000",KOSPI,플라스틱제품 제조업,화학,화학
화천기계,"41,030,000,000","2,200,000",KOSPI,특수 목적용 기계 제조업,기계,기계
화신,"74,555,075,350","34,920,410",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
평화홀딩스,"58,282,482,010","14,625,466",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
아이에스동서,"924,057,263,450","30,853,331",KOSPI,"내화, 비내화 요업제품 제조업",비금속광물,"건설,건축관련"
퍼스텍,"151,751,905,800","46,764,840",KOSPI,무기 및 총포탄 제조업,기계,"상사,자본재"
S-Oil,"12,665,564,100,000","112,582,792",KOSPI,석유 정제품 제조업,화학,에너지
삼호개발,"117,250,000,000","25,000,000",KOSPI,기반조성 및 시설물 축조관련 전문공사업,건설업,"건설,건축관련"
진원생명과학,"107,140,758,780","21,174,063",KOSPI,의약품 제조업,의약품,건강관리
경동제약,"325,237,500,000","26,550,000",KOSDAQ,의약품 제조업,제약,건강관리
LG이노텍,"2,295,709,379,000","23,667,107",KOSPI,전자부품 제조업,전기전자,IT하드웨어
형지I&C,"28,905,105,656","38,955,668",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
에넥스,"67,190,637,920","59,991,641",KOSPI,가구 제조업,미분류,"건설,건축관련"
CJ씨푸드,"85,155,932,010","35,930,773",KOSPI,기타 식품 제조업,음식료품,필수소비재
롯데케미칼,"9,562,841,901,000","34,275,419",KOSPI,기초 화학물질 제조업,화학,화학
현대상선,"1,286,199,036,375","311,805,827",KOSPI,해상 운송업,운수창고업,운송
현대위아,"852,565,852,050","27,195,083",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
삼화전자공업,"26,249,429,400","10,457,940",KOSPI,영상 및 음향기기 제조업,전기전자,IT하드웨어
태림포장,"228,703,186,200","70,805,940",KOSPI,"골판지, 종이 상자 및 종이용기 제조업",종이목재,"비철,목재등"
성안,"32,408,980,200","56,857,860",KOSPI,직물직조 및 직물제품 제조업,섬유의복,"화장품,의류,완구"
유니크,"70,713,743,700","19,320,695",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
유니켐,"88,834,471,990","59,620,451",KOSPI,"가죽, 가방 및 유사제품 제조업",미분류,"화장품,의류,완구"
서한,"180,097,334,025","100,894,865",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
부산산업,"172,656,000,000","1,056,000",KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속광물,"건설,건축관련"
갤럭시아에스엠,"41,875,458,880","27,549,644",KOSPI,스포츠 서비스업,서비스업,"미디어,교육"
한농화성,"61,453,575,060","15,637,042",KOSPI,기타 화학제품 제조업,화학,화학
세보엠이씨,"89,083,800,000","10,530,000",KOSDAQ,건물설비 설치 공사업,전문건설,"건설,건축관련"
유양디앤유,"409,999,114,500","56,551,602",KOSPI,반도체 제조업,전기전자,디스플레이
