,종목코드,종목명,시가총액_label,주식수_label,btin,SIC,GICS
871,067770,세진티에스,243억원,839만주,전자부품 제조업,IT부품,디스플레이
872,067830,세이브존I&C,"1,481억원","4,104만주",종합 소매업,유통업,소매(유통)
873,067900,와이엔텍,891억원,"1,819만주",폐기물 처리업,환경,운송
874,067920,이글루시큐리티,476억원,"1,099만주",기타 정보 서비스업,소프트웨어,소프트웨어
875,067990,도이치모터스,"1,436억원","2,626만주",자동차 판매업,자동차판매,소매(유통)
876,068050,팬엔터테인먼트,522억원,"1,374만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
877,068240,다원시스,"4,252억원","2,600만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT하드웨어
878,068270,셀트리온,"287,294억원","12,545만주",기초 의약물질 및 생물학적 제제 제조업,의약품,건강관리
879,068290,삼성출판사,"1,265억원","1,000만주","서적, 잡지 및 기타 인쇄물 출판업",서비스업,"화장품,의류,완구"
880,068330,일신바이오,888억원,"4,421만주",일반 목적용 기계 제조업,"기계,장비",건강관리
881,068760,셀트리온제약,"24,004억원","3,404만주",의약품 제조업,제약,건강관리
882,068790,DMS,"1,151억원","2,303만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
883,068930,디지털대성,"1,040억원","2,244만주",일반 교습 학원,교육,"미디어,교육"
884,068940,아이씨케이,445억원,"3,117만주",전자부품 제조업,정보기기,IT하드웨어
885,069080,웹젠,"6,002억원","3,531만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
886,069110,코스온,"2,011억원","1,862만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
887,069140,누리플랜,276억원,475만주,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"상사,자본재"
888,069330,유아이디,216억원,"1,188만주",전자부품 제조업,IT부품,디스플레이
889,069410,엔텔스,748억원,689만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
890,069460,대호에이엘,"1,470억원","2,713만주",1차 비철금속 제조업,철강금속,"비철,목재등"
891,069510,에스텍,"1,118억원","1,091만주",영상 및 음향기기 제조업,일반전기전자,IT하드웨어
892,069540,라이트론,"1,208억원","1,416만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
893,069620,대웅제약,"21,782억원","1,158만주",의약품 제조업,의약품,건강관리
894,069730,DSR제강,548억원,"1,440만주",1차 철강 제조업,철강금속,철강
895,069920,아이에스이커머스,"1,072억원","2,551만주",무점포 소매업,소매,소매(유통)
896,070960,용평리조트,"2,685억원","4,813만주",일반 및 생활 숙박시설 운영업,서비스업,"호텔,레저서비스"
897,071090,하이스틸,539억원,199만주,1차 철강 제조업,철강금속,철강
898,071200,인피니트헬스케어,"1,580억원","2,439만주",소프트웨어 개발 및 공급업,소프트웨어,건강관리
899,071280,로체시스템즈,521억원,"1,529만주",특수 목적용 기계 제조업,반도체,디스플레이
900,071320,지역난방공사,"6,877억원","1,157만주","증기, 냉·온수 및 공기조절 공급업",전기가스업,유틸리티
901,071670,에이테크솔루션,741억원,"1,000만주",특수 목적용 기계 제조업,"기계,장비",기계
902,071840,롯데하이마트,"12,630억원","2,360만주",가전제품 및 정보통신장비 소매업,유통업,소매(유통)
903,071850,캐스텍코리아,535억원,"1,442만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
904,071950,코아스,404억원,"3,090만주",가구 제조업,미분류,"건설,건축관련"
905,071970,STX중공업,281억원,"2,483만주",일반 목적용 기계 제조업,기계,조선
906,072020,중앙백신,"1,882억원",996만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
907,072130,유엔젤,433억원,"1,319만주","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
908,072470,우리산업홀딩스,783억원,"1,888만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
909,072710,농심홀딩스,"3,297억원",463만주,기타 금융업,기타금융업,필수소비재
910,072870,메가스터디,"1,311억원","1,192만주","서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
911,072950,빛샘전자,336억원,600만주,전자부품 제조업,반도체,IT하드웨어
912,072990,에이치시티,460억원,457만주,기타 과학기술 서비스업,전문기술,IT하드웨어
913,073010,케이에스피,283억원,754만주,일반 목적용 기계 제조업,"기계,장비",조선
914,073110,엘엠에스,536억원,889만주,전자부품 제조업,IT부품,디스플레이
915,073190,듀오백,224억원,"1,196만주",가구 제조업,기타제조,"건설,건축관련"
916,073240,금호타이어,"14,679억원","28,726만주",고무제품 제조업,화학,자동차
917,073490,이노와이어리스,"1,215억원",600만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
918,073540,에프알텍,298억원,"1,140만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
919,073560,우리손에프앤지,"1,135억원","6,923만주","도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
920,074430,아미노로직스,"1,690억원","8,782만주",기타 전문 도매업,도매,건강관리
921,074600,원익QnC,"2,878억원","2,628만주",유리 및 유리제품 제조업,비금속,반도체
922,075130,플랜티넷,392억원,896만주,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
923,075180,새론오토모티브,853억원,"1,920만주",자동차 신품 부품 제조업,운수장비,자동차
924,075580,세진중공업,"1,492억원","3,837만주",선박 및 보트 건조업,운수장비,조선
925,075970,동국알앤에스,388억원,"1,840만주",기타 비금속 광물제품 제조업,비금속,"비철,목재등"
926,076080,웰크론한텍,404억원,"1,936만주",건물 건설업,종합건설,기계
927,077360,덕산하이메탈,"1,219억원","2,271만주",반도체 제조업,일반전기전자,반도체
928,077500,유니퀘스트,"1,817억원","2,716만주",기계장비 및 관련 물품 도매업,유통업,반도체
929,077970,STX엔진,"1,603억원","2,300만주",일반 목적용 기계 제조업,기계,조선
930,078000,텔코웨어,"1,319억원",970만주,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
931,078020,이베스트투자증권,"3,724억원","4,048만주",금융 지원 서비스업,금융서비스,증권
932,078070,유비쿼스홀딩스,"1,127억원","1,869만주",기타 금융업,일반전기전자,IT하드웨어
933,078130,국일제지,998억원,"11,639만주",기타 종이 및 판지 제품 제조업,"종이,목재","비철,목재등"
934,078140,대봉엘에스,736억원,"1,108만주",의약품 제조업,제약,건강관리
935,078150,HB테크놀러지,"2,148억원","7,899만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
936,078160,메디포스트,"6,452억원",786만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
937,078340,컴투스,"17,138억원","1,286만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
938,078520,에이블씨엔씨,"2,355억원","2,482만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
939,078600,대주전자재료,"2,575억원","1,455만주",전자부품 제조업,IT부품,IT하드웨어
940,078860,아이오케이,771억원,"3,974만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
941,078890,가온미디어,849억원,"1,451만주",통신 및 방송 장비 제조업,통신장비,IT가전
942,078930,GS,"48,408억원","9,291만주",기타 금융업,기타금융업,에너지
943,079000,와토스코리아,390억원,720만주,플라스틱제품 제조업,화학,"건설,건축관련"
944,079160,CJ CGV,"8,411억원","2,116만주","영화, 비디오물, 방송프로그램 제작 및 배급업",서비스업,"미디어,교육"
945,079190,EMW,883억원,"3,178만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
946,079370,제우스,"1,256억원","1,038만주",특수 목적용 기계 제조업,"기계,장비",반도체
947,079550,LIG넥스원,"8,646억원","2,200만주",무기 및 총포탄 제조업,기계,"상사,자본재"
948,079650,서산,617억원,"2,000만주","시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
949,079810,디이엔티,208억원,897만주,특수 목적용 기계 제조업,"기계,장비",디스플레이
950,079940,가비아,892억원,"1,353만주",소프트웨어 개발 및 공급업,인터넷,소프트웨어
951,079950,인베니아,793억원,"2,320만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
952,079960,동양이엔피,747억원,786만주,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
953,079970,투비소프트,"1,562억원","2,437만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
954,080000,에스엔유,822억원,"3,432만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
955,080010,이상네트웍스,738억원,901만주,상품 중개업,인터넷,소매(유통)
956,080160,모두투어,"4,923억원","1,890만주",여행사 및 기타 여행보조 서비스업,사업지원,"호텔,레저서비스"
957,080220,제주반도체,"1,148억원","2,856만주",반도체 제조업,반도체,반도체
958,080420,모다이노칩,"3,208억원","3,986만주","섬유, 의복, 신발 및 가죽제품 소매업",IT부품,IT하드웨어
959,080470,성창오토텍,524억원,730만주,자동차 신품 부품 제조업,"운송장비,부품",자동차
960,080520,오디텍,627억원,"1,174만주",반도체 제조업,반도체,반도체
961,080530,코디,425억원,"1,186만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
962,080580,오킨스전자,183억원,620만주,전자부품 제조업,반도체,반도체
963,081000,일진다이아,"2,379억원","1,127만주",기타 화학제품 제조업,화학,"비철,목재등"
964,081150,티플랙스,607억원,"2,426만주",기타 금속 가공제품 제조업,금속,"비철,목재등"
965,081580,성우전자,465억원,"1,550만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
966,082210,옵트론텍,961억원,"2,256만주",사진장비 및 광학기기 제조업,IT부품,IT하드웨어
967,082270,젬백스,"4,155억원","3,434만주",특수 목적용 기계 제조업,"기계,장비",반도체
968,082640,동양생명,"9,439억원","16,135만주",보험업,보험업,보험
969,082740,HSD엔진,"1,476억원","3,294만주",일반 목적용 기계 제조업,기계,조선
970,082920,비츠로셀,"2,341억원","1,959만주",일차전지 및 축전지 제조업,IT부품,IT가전
971,083310,엘오티베큠,990억원,"1,325만주",특수 목적용 기계 제조업,반도체,반도체
972,083420,그린케미칼,745억원,"2,000만주",기타 화학제품 제조업,화학,화학
973,083450,GST,437억원,931만주,특수 목적용 기계 제조업,반도체,반도체
974,083500,에프엔에스테크,275억원,701만주,특수 목적용 기계 제조업,"기계,장비",디스플레이
975,083550,케이엠,779억원,"1,000만주",기타 섬유제품 제조업,"섬유,의류",반도체
976,083640,인콘,"2,171억원","12,627만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
977,083650,비에이치아이,811억원,"2,600만주",일반 목적용 기계 제조업,"기계,장비",기계
978,083660,CSA 코스믹,975억원,"1,974만주",플라스틱제품 제조업,화학,"화장품,의류,완구"
979,083930,아바코,956억원,"1,599만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
980,084010,대한제강,"1,242억원","2,464만주",1차 철강 제조업,철강금속,철강
981,084370,유진테크,"2,727억원","2,291만주",특수 목적용 기계 제조업,반도체,반도체
982,084650,랩지노믹스,578억원,910만주,자연과학 및 공학 연구개발업,"연구,개발",건강관리
983,084670,동양고속,871억원,299만주,육상 여객 운송업,운수창고업,운송
984,084680,이월드,"1,814억원","9,050만주",유원지 및 기타 오락관련 서비스업,서비스업,"호텔,레저서비스"
985,084690,대상홀딩스,"2,788억원","3,621만주",기타 금융업,기타금융업,필수소비재
986,084730,팅크웨어,683억원,"1,042만주",통신 및 방송 장비 제조업,통신장비,IT가전
987,085310,엔케이,967억원,"7,998만주","구조용 금속제품, 탱크 및 증기발생기 제조업",기계,기계
988,085370,루트로닉,"2,344억원","2,521만주",의료용 기기 제조업,"의료,정밀기기",건강관리
989,085620,미래에셋생명,"7,974억원","17,701만주",보험업,보험업,보험
990,085660,차바이오텍,"10,756억원","5,247만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
991,085670,뉴프렉스,628억원,"2,115만주",전자부품 제조업,IT부품,IT하드웨어
992,085810,알티캐스트,681억원,"2,122만주",소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
993,085910,네오티스,435억원,"1,101만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
994,086040,바이오톡스텍,"1,332억원","1,456만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
995,086060,진바이오텍,384억원,861만주,동물용 사료 및 조제식품 제조업,"음식료,담배",건강관리
996,086390,유니테스트,"2,398억원","2,113만주",특수 목적용 기계 제조업,반도체,반도체
997,086450,동국제약,"5,326억원",889만주,의약품 제조업,제약,건강관리
998,086520,에코프로,"7,554억원","2,209만주",기타 화학제품 제조업,IT부품,화학
999,086670,비엠티,603억원,814만주,일반 목적용 기계 제조업,"기계,장비",기계
1000,086790,하나금융지주,"115,743억원","30,024만주",기타 금융업,기타금융업,은행
1001,086820,바이오솔루션,"3,276억원",784만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1002,086890,이수앱지스,"1,791억원","2,662만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1003,086900,메디톡스,"31,167억원",565만주,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1004,086980,쇼박스,"2,419억원","6,260만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
1005,087010,펩트론,"3,647억원","1,532만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1006,087260,모바일어플라이언스,765억원,"1,500만주",소프트웨어 개발 및 공급업,소프트웨어,IT가전
1007,087600,픽셀플러스,567억원,816만주,전자부품 제조업,반도체,반도체
1008,088130,동아엘텍,"1,015억원","1,115만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
1009,088290,이원컴포텍,173억원,"1,424만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1010,088390,이녹스,822억원,935만주,그외 기타 운송장비 제조업,"운송장비,부품","화장품,의류,완구"
1011,088790,진도,607억원,"1,244만주",기타 전문 도매업,유통업,"화장품,의류,완구"
1012,088800,에이스테크,"1,485억원","3,412만주",통신 및 방송 장비 제조업,통신장비,IT하드웨어
1013,088910,동우팜투테이블,923억원,"2,583만주","도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
1014,089010,켐트로닉스,689억원,"1,262만주",기타 화학제품 제조업,화학,화학
1015,089030,테크윙,"1,801억원","1,882만주",특수 목적용 기계 제조업,반도체,반도체
1016,089150,케이씨티,318억원,"1,715만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
1017,089230,THE E&M,792억원,"9,186만주",기타 정보 서비스업,인터넷,소프트웨어
1018,089470,HDC현대EP,"1,336억원","3,190만주",기타 화학제품 제조업,화학,자동차
1019,089530,에이티세미콘,394억원,"6,635만주",반도체 제조업,반도체,반도체
1020,089590,제주항공,"9,224억원","2,635만주",항공 여객 운송업,운수창고업,운송
1021,089600,나스미디어,"2,587억원",875만주,광고업,전문기술,"미디어,교육"
1022,089790,제이티,276억원,"1,001만주",특수 목적용 기계 제조업,반도체,반도체
1023,089850,유비벨록스,393억원,711만주,소프트웨어 개발 및 공급업,소프트웨어,IT하드웨어
1024,089890,코세스,928억원,"1,685만주",특수 목적용 기계 제조업,반도체,반도체
1025,089970,에이피티씨,"1,147억원","2,323만주",특수 목적용 기계 제조업,"기계,장비",반도체
1026,089980,상아프론테크,"1,654억원","1,426만주",플라스틱제품 제조업,화학,IT가전
1027,090080,평화산업,821억원,"3,740만주",자동차 신품 부품 제조업,운수장비,자동차
1028,090150,광진윈텍,210억원,965만주,자동차 신품 부품 제조업,"운송장비,부품",자동차
1029,090350,노루페인트,"1,684억원","2,000만주",기타 화학제품 제조업,화학,"건설,건축관련"
1030,090360,로보스타,"2,486억원",975만주,특수 목적용 기계 제조업,"기계,장비",기계
1031,090370,메타랩스,"1,392억원","4,454만주",봉제의복 제조업,섬유의복,"화장품,의류,완구"
1032,090410,덕신하우징,508억원,"4,006만주","구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
1033,090430,아모레퍼시픽,"88,564억원","5,845만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1034,090460,비에이치,"4,602억원","3,130만주",전자부품 제조업,IT부품,IT하드웨어
1035,090470,제이스텍,"1,030억원","1,459만주",특수 목적용 기계 제조업,반도체,디스플레이
1036,091120,이엠텍,"2,067억원","1,519만주",전자부품 제조업,IT부품,IT하드웨어
1037,091340,S&K폴리텍,474억원,"1,170만주",전자부품 제조업,IT부품,IT하드웨어
1038,091440,텔레필드,226억원,909만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1039,091580,상신이디피,"1,747억원","1,266만주",일차전지 및 축전지 제조업,IT부품,IT하드웨어
1040,091590,남화토건,"1,332억원","1,174만주",건물 건설업,종합건설,"건설,건축관련"
1041,091700,파트론,"4,500억원","5,415만주",전자부품 제조업,IT부품,IT하드웨어
1042,091810,티웨이항공,"3,809억원","4,697만주",항공 여객 운송업,운수창고업,운송
1043,091970,나노캠텍,"1,274억원","2,120만주",플라스틱제품 제조업,화학,화학
1044,091990,셀트리온헬스케어,"109,470억원","14,052만주",기타 전문 도매업,도매,건강관리
1045,092040,아미코젠,"5,767억원","1,919만주",기타 식품 제조업,"음식료,담배",건강관리
1046,092070,디엔에프,860억원,"1,076만주",기타 화학제품 제조업,화학,반도체
1047,092130,이크레더블,"1,932억원","1,204만주",기타 정보 서비스업,기타서비스,"상사,자본재"
1048,092200,디아이씨,"1,240억원","2,246만주",자동차 신품 부품 제조업,운수장비,자동차
1049,092220,KEC,"1,130억원","11,245만주",반도체 제조업,전기전자,반도체
1050,092230,KPX홀딩스,"2,644억원",422만주,기초 화학물질 제조업,화학,화학
1051,092440,기신정기,992억원,"2,920만주",특수 목적용 기계 제조업,기계,기계
1052,092730,네오팜,"3,249억원",746만주,기타 화학제품 제조업,화학,"화장품,의류,완구"
1053,092780,동양피스톤,566억원,"1,316만주",자동차용 엔진 및 자동차 제조업,운수장비,자동차
1054,092870,엑시콘,527억원,888만주,특수 목적용 기계 제조업,반도체,반도체
1055,093050,LF,"7,587억원","2,924만주",봉제의복 제조업,섬유의복,"화장품,의류,완구"
1056,093190,빅솔론,"1,233억원","1,923만주",컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
1057,093230,이아이디,511억원,"24,218만주",기타 전문 도매업,유통업,에너지
1058,093320,케이아이엔엑스,"1,144억원",488만주,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷,소프트웨어
1059,093380,풍강,248억원,987만주,기타 금속 가공제품 제조업,금속,자동차
1060,093520,매커스,683억원,"1,616만주",기계장비 및 관련 물품 도매업,도매,IT하드웨어
1061,093640,다믈멀티미디어,415억원,740만주,반도체 제조업,반도체,반도체
1062,093920,서원인텍,939억원,"1,860만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
1063,094170,동운아나텍,720억원,"1,248만주",반도체 제조업,반도체,IT하드웨어
1064,094360,칩스앤미디어,499억원,741만주,소프트웨어 개발 및 공급업,소프트웨어,반도체
1065,094820,일진파워,781억원,"1,507만주",전기 및 통신 공사업,전문건설,"건설,건축관련"
1066,094840,슈프리마에이치큐,679억원,"1,047만주",통신 및 방송 장비 제조업,컴퓨터서비스,IT하드웨어
1067,094850,참좋은여행,"1,201억원","1,400만주",여행사 및 기타 여행보조 서비스업,사업지원,"호텔,레저서비스"
1068,094940,푸른기술,"1,600억원",657만주,컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
1069,094970,제이엠티,457억원,"1,674만주",전자부품 제조업,IT부품,디스플레이
1070,095190,이엠코리아,"1,426억원","3,633만주",특수 목적용 기계 제조업,"기계,장비",기계
1071,095270,웨이브일렉트로,"2,602억원","1,079만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",IT부품,IT하드웨어
1072,095340,ISC,"1,239억원","1,386만주",전자부품 제조업,반도체,반도체
1073,095500,미래나노텍,753억원,"2,328만주",플라스틱제품 제조업,IT부품,디스플레이
1074,095570,AJ네트웍스,"2,247억원","4,682만주",산업용 기계 및 장비 임대업,서비스업,운송
1075,095610,테스,"2,579억원","1,976만주",특수 목적용 기계 제조업,반도체,반도체
1076,095660,네오위즈,"3,090억원","2,191만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1077,095700,제넥신,"15,728억원","2,042만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1078,095720,웅진씽크빅,"1,384억원","3,462만주",초등 교육기관,서비스업,"미디어,교육"
1079,095910,에스에너지,721억원,"1,336만주","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,에너지
1080,096040,이트론,436억원,"23,994만주",기타 전문 도매업,정보기기,IT하드웨어
1081,096240,청담러닝,"1,577억원",767만주,일반 교습 학원,교육,"미디어,교육"
1082,096350,대창솔루션,667억원,"10,845만주","구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
1083,096530,씨젠,"4,669억원","2,623만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1084,096610,알에프세미,552억원,812만주,반도체 제조업,반도체,IT하드웨어
1085,096630,에스코넥,"1,008억원","6,526만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
1086,096640,멜파스,529억원,"2,125만주",전자부품 제조업,IT부품,IT하드웨어
1087,096760,JW홀딩스,"4,453억원","6,325만주",기타 금융업,기타금융업,건강관리
1088,096770,SK이노베이션,"188,629억원","9,246만주",석유 정제품 제조업,화학,에너지
1089,096870,엘디티,216억원,667만주,반도체 제조업,반도체,디스플레이
1090,097520,엠씨넥스,"1,917억원","1,379만주",영상 및 음향기기 제조업,IT부품,IT하드웨어
1091,097780,에스맥,"2,529억원","22,093만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
1092,097800,윈팩,552억원,"3,409만주",반도체 제조업,반도체,반도체
1093,097950,CJ제일제당,"52,012억원","1,505만주",기타 식품 제조업,음식료품,필수소비재
1094,098120,마이크로컨텍솔,235억원,831만주,전자부품 제조업,반도체,반도체
1095,098460,고영,"11,867억원","1,368만주",특수 목적용 기계 제조업,"기계,장비",IT하드웨어
1096,098660,에스티오,228억원,845만주,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
1097,099190,아이센스,"3,049억원","1,373만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1098,099220,SDN,613억원,"3,997만주",기계장비 및 관련 물품 도매업,도매,에너지
1099,099320,쎄트렉아이,925억원,365만주,"항공기,우주선 및 부품 제조업",통신장비,"상사,자본재"
1100,099410,동방선기,226억원,"1,354만주",선박 및 보트 건조업,"운송장비,부품",조선
1101,099440,스맥,903억원,"2,722만주",특수 목적용 기계 제조업,"기계,장비",기계
1102,100030,모바일리더,319억원,328만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1103,100090,삼강엠앤티,"1,509억원","2,602만주",1차 철강 제조업,금속,조선
1104,100120,뷰웍스,"3,565억원","1,000만주",의료용 기기 제조업,"의료,정밀기기",건강관리
1105,100130,동국S&C,"1,742억원","5,714만주","구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
1106,100220,비상교육,899억원,"1,299만주","서적, 잡지 및 기타 인쇄물 출판업",서비스업,"미디어,교육"
1107,100250,진양홀딩스,"1,330억원","5,589만주",플라스틱제품 제조업,화학,화학
1108,100660,서암기계공업,500억원,"1,260만주",일반 목적용 기계 제조업,"기계,장비",기계
1109,100700,세운메디칼,"1,550억원","4,380만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1110,101060,SBS미디어홀딩스,"3,336억원","13,989만주",텔레비전 방송업,서비스업,"미디어,교육"
1111,101160,월덱스,825억원,"1,651만주",전자부품 제조업,반도체,반도체
1112,101240,씨큐브,480억원,805만주,기초 화학물질 제조업,화학,"화장품,의류,완구"
1113,101330,모베이스,872억원,"2,395만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
1114,101390,아이엠,516억원,"3,757만주",전자부품 제조업,IT부품,IT하드웨어
1115,101400,엔시트론,711억원,"10,348만주",반도체 제조업,반도체,반도체
1116,101490,에스앤에스텍,696억원,"1,973만주",전자부품 제조업,반도체,반도체
1117,101670,코리아에스이,260억원,"1,890만주","구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
1118,101930,인화정공,524억원,933만주,선박 및 보트 건조업,"운송장비,부품",조선
1119,102120,어보브반도체,813억원,"1,745만주",반도체 제조업,반도체,반도체
1120,102280,쌍방울,"1,336억원","12,912만주",봉제의복 제조업,섬유의복,"화장품,의류,완구"
1121,102460,이연제약,"2,934억원","1,677만주",의약품 제조업,의약품,건강관리
1122,102710,이엔에프테크놀로지,"1,750억원","1,422만주",기타 화학제품 제조업,화학,화학
1123,102940,코오롱생명과학,"9,654억원","1,141만주",기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
1124,103140,풍산,"7,510억원","2,802만주",1차 비철금속 제조업,철강금속,"비철,목재등"
1125,103230,에스앤더블류,"1,076억원",720만주,일반 목적용 기계 제조업,"기계,장비",조선
1126,103590,일진전기,"1,182억원","3,708만주",절연선 및 케이블 제조업,전기전자,기계
1127,104040,대성파인텍,508억원,"3,130만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1128,104200,NHN벅스,993억원,"1,482만주",소프트웨어 개발 및 공급업,디지털컨텐츠,"미디어,교육"
1129,104480,티케이케미칼,"2,113억원","9,089만주",화학섬유 제조업,화학,화학
1130,104540,코렌텍,650억원,993만주,의료용 기기 제조업,"의료,정밀기기",건강관리
1131,104830,원익머트리얼즈,"3,139억원","1,260만주",기초 화학물질 제조업,반도체,화학
1132,105330,케이엔더블유,236억원,566만주,전자부품 제조업,일반전기전자,자동차
1133,105550,트루윈,543억원,"1,104만주",전자부품 제조업,일반전기전자,자동차
1134,105560,KB금융,"195,676억원","41,811만주",기타 금융업,기타금융업,은행
1135,105740,디케이락,687억원,823만주,일반 목적용 기계 제조업,"기계,장비",기계
1136,105840,우진,887억원,"1,754만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",의료정밀,기계
1137,106190,하이텍팜,"1,066억원",708만주,기타 전문 도매업,도매,건강관리
1138,106240,파인테크닉스,564억원,"3,760만주",통신 및 방송 장비 제조업,IT부품,IT하드웨어
1139,106520,디지탈옵틱,563억원,"5,049만주",사진장비 및 광학기기 제조업,"의료,정밀기기",IT하드웨어
1140,107590,미원홀딩스,846억원,233만주,기타 금융업,기타금융업,화학
1141,108230,톱텍,"4,194억원","3,679만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
1142,108380,대양전기공업,"1,171억원",956만주,선박 및 보트 건조업,"운송장비,부품",조선
1143,108860,셀바스AI,927억원,"2,205만주",소프트웨어 개발 및 공급업,소프트웨어,건강관리
1144,109070,컨버즈,724억원,"1,177만주","골판지, 종이 상자 및 종이용기 제조업",종이목재,"비철,목재등"
1145,109080,옵티시스,368억원,563만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1146,109740,디에스케이,"1,485억원","2,035만주",특수 목적용 기계 제조업,"기계,장비",디스플레이
1147,109820,진매트릭스,495억원,"1,532만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1148,109860,동일금속,742억원,700만주,금속 주조업,금속,기계
1149,109960,에이프로젠 H&G,"1,649억원","17,869만주",기타 전문 도매업,도매,건강관리
1150,110790,크리스에프앤씨,"2,647억원","1,171만주",봉제의복 제조업,"섬유,의류","화장품,의류,완구"
1151,110990,디아이티,"1,258억원","1,890만주",특수 목적용 기계 제조업,IT부품,디스플레이
1152,111770,영원무역,"17,037억원","4,431만주",상품 종합 도매업,유통업,"화장품,의류,완구"
1153,112040,위메이드,"4,334억원","1,680만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1154,112610,씨에스윈드,"5,453억원","1,728만주","구조용 금속제품, 탱크 및 증기발생기 제조업",기계,기계
