,quarter,시장구분,종목명,btin
16311,3,KOSPI,보령제약,의약품 제조업
16313,4,KOSPI,보령제약,의약품 제조업
16329,1,KOSPI,보령제약,의약품 제조업
16358,2,KOSPI,남양유업,낙농제품 및 식용빙과류 제조업
16359,1,KOSPI,남양유업,낙농제품 및 식용빙과류 제조업
16370,4,KOSPI,사조대림,수산물 가공 및 저장 처리업
16371,1,KOSPI,사조대림,수산물 가공 및 저장 처리업
16372,3,KOSPI,사조대림,수산물 가공 및 저장 처리업
16373,2,KOSPI,사조대림,수산물 가공 및 저장 처리업
16387,1,KOSPI,롯데정밀화학,기초 화학물질 제조업
16396,3,KOSPI,롯데정밀화학,기초 화학물질 제조업
16399,2,KOSPI,롯데정밀화학,기초 화학물질 제조업
16408,4,KOSPI,롯데정밀화학,기초 화학물질 제조업
16425,1,KOSPI,SG세계물산,상품 종합 도매업
16428,4,KOSPI,SG세계물산,상품 종합 도매업
16433,3,KOSPI,SG세계물산,상품 종합 도매업
16435,2,KOSPI,SG세계물산,상품 종합 도매업
16439,3,KOSPI,신흥,기계장비 및 관련 물품 도매업
16445,2,KOSPI,신흥,기계장비 및 관련 물품 도매업
16451,1,KOSPI,신흥,기계장비 및 관련 물품 도매업
16452,3,KOSPI,동방,기타 운송관련 서비스업
16454,4,KOSPI,동방,기타 운송관련 서비스업
16455,1,KOSPI,동방,기타 운송관련 서비스업
16515,2,KOSPI,동방,기타 운송관련 서비스업
16543,4,KOSPI,신세계,종합 소매업
16544,2,KOSPI,신세계,종합 소매업
16548,3,KOSPI,신세계,종합 소매업
16633,1,KOSPI,신세계,종합 소매업
16708,3,KOSPI,남성,기타 전문 도매업
16710,1,KOSPI,남성,기타 전문 도매업
16720,2,KOSPI,남성,기타 전문 도매업
16906,4,KOSPI,남성,기타 전문 도매업
16989,3,KOSPI,세방,도로 화물 운송업
16992,1,KOSPI,세방,도로 화물 운송업
17007,2,KOSPI,세방,도로 화물 운송업
17032,4,KOSPI,세방,도로 화물 운송업
17051,1,KOSPI,농심,기타 식품 제조업
17052,3,KOSPI,농심,기타 식품 제조업
17056,2,KOSPI,농심,기타 식품 제조업
17079,4,KOSPI,농심,기타 식품 제조업
17115,2,KOSPI,삼익THK,일반 목적용 기계 제조업
17116,1,KOSPI,삼익THK,일반 목적용 기계 제조업
17118,4,KOSPI,삼익THK,일반 목적용 기계 제조업
17119,3,KOSPI,삼익THK,일반 목적용 기계 제조업
17128,1,KOSPI,송원산업,기타 화학제품 제조업
17130,2,KOSPI,송원산업,기타 화학제품 제조업
17133,3,KOSPI,송원산업,기타 화학제품 제조업
17136,4,KOSPI,삼화왕관,기타 금속 가공제품 제조업
17137,1,KOSPI,삼화왕관,기타 금속 가공제품 제조업
17138,2,KOSPI,삼화왕관,기타 금속 가공제품 제조업
17139,3,KOSPI,삼화왕관,기타 금속 가공제품 제조업
17142,2,KOSPI,세방전지,일차전지 및 축전지 제조업
17143,4,KOSPI,세방전지,일차전지 및 축전지 제조업
17144,3,KOSPI,세방전지,일차전지 및 축전지 제조업
17167,1,KOSPI,세방전지,일차전지 및 축전지 제조업
17191,3,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업"
17192,4,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업"
17193,1,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업"
17206,2,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업"
17217,4,KOSDAQ,한국가구,생활용품 도매업
17232,3,KOSDAQ,한국가구,생활용품 도매업
17261,1,KOSDAQ,한국가구,생활용품 도매업
17268,2,KOSDAQ,한국가구,생활용품 도매업
17292,2,KOSDAQ,창해에탄올,알코올음료 제조업
17293,3,KOSDAQ,창해에탄올,알코올음료 제조업
17295,4,KOSDAQ,창해에탄올,알코올음료 제조업
17297,1,KOSDAQ,창해에탄올,알코올음료 제조업
17299,4,KOSPI,삼천리,연료용 가스 제조 및 배관공급업
17303,1,KOSPI,삼천리,연료용 가스 제조 및 배관공급업
17304,3,KOSPI,삼천리,연료용 가스 제조 및 배관공급업
17306,2,KOSPI,삼천리,연료용 가스 제조 및 배관공급업
17309,2,KOSPI,조광피혁,"가죽, 가방 및 유사제품 제조업"
17311,4,KOSPI,조광피혁,"가죽, 가방 및 유사제품 제조업"
17312,1,KOSPI,조광피혁,"가죽, 가방 및 유사제품 제조업"
17336,1,KOSPI,써니전자,반도체 제조업
17337,3,KOSPI,써니전자,반도체 제조업
17341,2,KOSPI,써니전자,반도체 제조업
17351,4,KOSPI,써니전자,반도체 제조업
17541,2,KOSDAQ,대륙제관,기타 금속 가공제품 제조업
17546,3,KOSDAQ,대륙제관,기타 금속 가공제품 제조업
17550,4,KOSDAQ,대륙제관,기타 금속 가공제품 제조업
17553,1,KOSDAQ,대륙제관,기타 금속 가공제품 제조업
17560,4,KOSPI,덕성,플라스틱제품 제조업
17564,3,KOSPI,덕성,플라스틱제품 제조업
17565,1,KOSPI,덕성,플라스틱제품 제조업
17567,2,KOSPI,덕성,플라스틱제품 제조업
17569,3,KOSPI,DRB동일,기타 금융업
17570,1,KOSPI,DRB동일,기타 금융업
17578,4,KOSPI,DRB동일,기타 금융업
17584,2,KOSPI,DRB동일,기타 금융업
17629,1,KOSPI,티웨이홀딩스,반도체 제조업
17630,4,KOSPI,티웨이홀딩스,반도체 제조업
17634,2,KOSPI,티웨이홀딩스,반도체 제조업
17638,3,KOSPI,티웨이홀딩스,반도체 제조업
17651,1,KOSPI,동일산업,1차 철강 제조업
17653,2,KOSPI,동일산업,1차 철강 제조업
17654,4,KOSPI,동일산업,1차 철강 제조업
17658,1,KOSPI,조광페인트,기타 화학제품 제조업
17660,2,KOSPI,조광페인트,기타 화학제품 제조업
17662,1,KOSPI,씨아이테크,그외 기타 제품 제조업
17663,3,KOSPI,씨아이테크,그외 기타 제품 제조업
17675,4,KOSPI,씨아이테크,그외 기타 제품 제조업
17721,1,KOSPI,신라교역,어로 어업
17729,2,KOSPI,신라교역,어로 어업
17735,3,KOSPI,신라교역,어로 어업
17742,2,KOSPI,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업"
17743,1,KOSPI,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업"
17744,4,KOSPI,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업"
17749,2,KOSPI,롯데지주,기타 금융업
17750,3,KOSPI,롯데지주,기타 금융업
17752,1,KOSPI,롯데지주,기타 금융업
17754,4,KOSPI,롯데지주,기타 금융업
17762,3,KOSPI,부산주공,자동차 신품 부품 제조업
17763,1,KOSPI,부산주공,자동차 신품 부품 제조업
17768,2,KOSPI,부산주공,자동차 신품 부품 제조업
17775,4,KOSPI,코스모신소재,기타 화학제품 제조업
17787,3,KOSPI,코스모신소재,기타 화학제품 제조업
17808,2,KOSPI,코스모신소재,기타 화학제품 제조업
17821,1,KOSPI,코스모신소재,기타 화학제품 제조업
17910,3,KOSDAQ,동국산업,1차 철강 제조업
17912,1,KOSDAQ,동국산업,1차 철강 제조업
17913,4,KOSDAQ,동국산업,1차 철강 제조업
17924,2,KOSDAQ,동국산업,1차 철강 제조업
17931,1,KOSPI,빙그레,낙농제품 및 식용빙과류 제조업
17934,2,KOSPI,빙그레,낙농제품 및 식용빙과류 제조업
17939,4,KOSPI,빙그레,낙농제품 및 식용빙과류 제조업
17941,3,KOSPI,빙그레,낙농제품 및 식용빙과류 제조업
17962,4,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업
17963,2,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업
17967,1,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업
17981,3,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업
17998,3,KOSDAQ,동진쎄미켐,기초 화학물질 제조업
17999,4,KOSDAQ,동진쎄미켐,기초 화학물질 제조업
18003,4,KOSPI,국동,생활용품 도매업
18008,3,KOSPI,국동,생활용품 도매업
18011,1,KOSPI,국동,생활용품 도매업
18013,2,KOSPI,국동,생활용품 도매업
18017,3,KOSPI,모나미,생활용품 도매업
18019,1,KOSPI,모나미,생활용품 도매업
18023,4,KOSPI,모나미,생활용품 도매업
18029,1,KOSPI,신성통상,기타 전문 도매업
18032,3,KOSPI,신성통상,기타 전문 도매업
18044,4,KOSPI,신성통상,기타 전문 도매업
18055,2,KOSPI,코스모화학,기타 화학제품 제조업
18056,1,KOSPI,코스모화학,기타 화학제품 제조업
18057,3,KOSPI,코스모화학,기타 화학제품 제조업
18058,4,KOSPI,코스모화학,기타 화학제품 제조업
18061,3,KOSPI,삼진제약,의약품 제조업
18062,4,KOSPI,삼진제약,의약품 제조업
18125,2,KOSPI,삼진제약,의약품 제조업
18147,1,KOSPI,SPC삼립,기타 식품 제조업
18151,2,KOSPI,SPC삼립,기타 식품 제조업
18155,3,KOSDAQ,푸드웰,"과실, 채소 가공 및 저장 처리업"
18156,4,KOSDAQ,푸드웰,"과실, 채소 가공 및 저장 처리업"
18160,2,KOSDAQ,푸드웰,"과실, 채소 가공 및 저장 처리업"
18162,3,KOSPI,파미셀,기초 의약물질 및 생물학적 제제 제조업
18163,4,KOSPI,파미셀,기초 의약물질 및 생물학적 제제 제조업
18166,2,KOSPI,파미셀,기초 의약물질 및 생물학적 제제 제조업
18167,1,KOSPI,파미셀,기초 의약물질 및 생물학적 제제 제조업
18171,1,KOSDAQ,대원산업,자동차 신품 부품 제조업
18177,4,KOSDAQ,대원산업,자동차 신품 부품 제조업
18186,2,KOSDAQ,대원산업,자동차 신품 부품 제조업
18205,3,KOSDAQ,대원산업,자동차 신품 부품 제조업
18260,3,KOSPI,넥센,고무제품 제조업
18262,2,KOSPI,넥센,고무제품 제조업
18263,1,KOSPI,넥센,고무제품 제조업
18264,4,KOSPI,넥센,고무제품 제조업
18265,4,KOSPI,크라운해태홀딩스,기타 금융업
18267,3,KOSPI,크라운해태홀딩스,기타 금융업
18275,2,KOSPI,크라운해태홀딩스,기타 금융업
18280,1,KOSPI,크라운해태홀딩스,기타 금융업
18304,2,KOSPI,신영와코루,봉제의복 제조업
18308,4,KOSPI,신영와코루,봉제의복 제조업
18311,1,KOSPI,신영와코루,봉제의복 제조업
18319,2,KOSPI,풍산홀딩스,기타 금융업
18372,3,KOSPI,풍산홀딩스,기타 금융업
18560,1,KOSPI,풍산홀딩스,기타 금융업
18617,4,KOSPI,풍산홀딩스,기타 금융업
18848,4,KOSPI,원림,편조원단 제조업
18849,1,KOSPI,원림,편조원단 제조업
18850,2,KOSPI,원림,편조원단 제조업
18855,4,KOSPI,DB손해보험,보험업
18858,3,KOSPI,DB손해보험,보험업
18899,1,KOSPI,DB손해보험,보험업
18939,2,KOSPI,DB손해보험,보험업
19044,1,KOSPI,에스엘,자동차 신품 부품 제조업
19055,2,KOSPI,에스엘,자동차 신품 부품 제조업
19149,4,KOSPI,에스엘,자동차 신품 부품 제조업
19181,3,KOSPI,에스엘,자동차 신품 부품 제조업
19407,1,KOSPI,대한해운,해상 운송업
19411,4,KOSPI,대한해운,해상 운송업
19412,3,KOSPI,삼성전자,통신 및 방송 장비 제조업
19440,2,KOSPI,삼성전자,통신 및 방송 장비 제조업
19448,1,KOSPI,삼성전자,통신 및 방송 장비 제조업
19483,4,KOSPI,삼성전자,통신 및 방송 장비 제조업
19536,3,KOSPI,NH투자증권,금융 지원 서비스업
19537,4,KOSPI,NH투자증권,금융 지원 서비스업
19600,4,KOSPI,이수화학,기초 화학물질 제조업
19609,3,KOSPI,이수화학,기초 화학물질 제조업
19612,2,KOSPI,이수화학,기초 화학물질 제조업
19616,1,KOSPI,이수화학,기초 화학물질 제조업
19620,1,KOSPI,동부건설,토목 건설업
19623,3,KOSPI,동부건설,토목 건설업
19626,4,KOSPI,동부건설,토목 건설업
19650,2,KOSPI,동부건설,토목 건설업
19663,4,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업
19676,3,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업
19722,1,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업
19775,2,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업
19847,1,KOSPI,동원산업,어로 어업
19873,2,KOSPI,동원산업,어로 어업
19961,3,KOSPI,동원산업,어로 어업
19962,4,KOSPI,동원산업,어로 어업
19977,2,KOSDAQ,국영지앤엠,유리 및 유리제품 제조업
19989,1,KOSDAQ,국영지앤엠,유리 및 유리제품 제조업
20035,3,KOSDAQ,국영지앤엠,유리 및 유리제품 제조업
20048,4,KOSDAQ,국영지앤엠,유리 및 유리제품 제조업
20083,1,KOSPI,사조오양,수산물 가공 및 저장 처리업
20084,2,KOSPI,사조오양,수산물 가공 및 저장 처리업
20085,3,KOSPI,사조오양,수산물 가공 및 저장 처리업
20086,4,KOSPI,사조오양,수산물 가공 및 저장 처리업
20090,3,KOSPI,삼아알미늄,1차 비철금속 제조업
20091,4,KOSPI,SK디스커버리,기타 금융업
20147,3,KOSPI,SK디스커버리,기타 금융업
20228,2,KOSPI,SK디스커버리,기타 금융업
20232,1,KOSPI,SK디스커버리,기타 금융업
20408,2,KOSDAQ,피제이전자,의료용 기기 제조업
20410,1,KOSDAQ,피제이전자,의료용 기기 제조업
20415,4,KOSDAQ,피제이전자,의료용 기기 제조업
20418,4,KOSPI,제주은행,은행 및 저축기관
20449,3,KOSPI,제주은행,은행 및 저축기관
20523,2,KOSPI,제주은행,은행 및 저축기관
20554,1,KOSPI,제주은행,은행 및 저축기관
20992,3,KOSPI,LS,기타 금융업
21002,1,KOSPI,녹십자,의약품 제조업
21003,2,KOSPI,녹십자,의약품 제조업
21015,3,KOSPI,녹십자,의약품 제조업
21054,2,KOSPI,대원전선,절연선 및 케이블 제조업
21055,4,KOSPI,대원전선,절연선 및 케이블 제조업
21062,1,KOSPI,대원전선,절연선 및 케이블 제조업
21070,4,KOSPI,GS건설,건물 건설업
21071,1,KOSPI,GS건설,건물 건설업
21073,2,KOSPI,GS건설,건물 건설업
21081,2,KOSPI,대구백화점,종합 소매업
21082,4,KOSPI,대구백화점,종합 소매업
21456,3,KOSPI,대구백화점,종합 소매업
21745,2,KOSPI,카프로,기초 화학물질 제조업
21746,1,KOSPI,카프로,기초 화학물질 제조업
21749,3,KOSPI,카프로,기초 화학물질 제조업
21752,2,KOSPI,삼성SDI,일차전지 및 축전지 제조업
21754,1,KOSPI,삼성SDI,일차전지 및 축전지 제조업
21757,3,KOSPI,삼성SDI,일차전지 및 축전지 제조업
21772,4,KOSPI,삼성SDI,일차전지 및 축전지 제조업
21781,3,KOSPI,인스코비,전기 통신업
21801,4,KOSPI,인스코비,전기 통신업
21824,1,KOSPI,인스코비,전기 통신업
21825,2,KOSPI,인스코비,전기 통신업
21971,4,KOSPI,대림통상,기타 금속 가공제품 제조업
21972,2,KOSPI,대림통상,기타 금속 가공제품 제조업
21973,3,KOSPI,대림통상,기타 금속 가공제품 제조업
21981,1,KOSPI,대림통상,기타 금속 가공제품 제조업
21982,2,KOSDAQ,대양제지,"펄프, 종이 및 판지 제조업"
21983,1,KOSDAQ,대양제지,"펄프, 종이 및 판지 제조업"
21987,4,KOSDAQ,대양제지,"펄프, 종이 및 판지 제조업"
21997,3,KOSDAQ,대양제지,"펄프, 종이 및 판지 제조업"
22012,1,KOSDAQ,동구바이오제약,의약품 제조업
22019,2,KOSDAQ,동구바이오제약,의약품 제조업
22024,4,KOSDAQ,동구바이오제약,의약품 제조업
22029,3,KOSDAQ,동구바이오제약,의약품 제조업
22056,1,KOSPI,대한유화,기초 화학물질 제조업
22058,3,KOSPI,대한유화,기초 화학물질 제조업
22071,2,KOSPI,대한유화,기초 화학물질 제조업
22082,4,KOSPI,대한유화,기초 화학물질 제조업
22118,1,KOSPI,삼성공조,자동차 신품 부품 제조업
22128,2,KOSPI,삼성공조,자동차 신품 부품 제조업
22129,3,KOSPI,삼성공조,자동차 신품 부품 제조업
22195,3,KOSDAQ,서부T&D,상품 종합 도매업
22199,2,KOSDAQ,서부T&D,상품 종합 도매업
22213,1,KOSDAQ,서부T&D,상품 종합 도매업
22269,4,KOSDAQ,서부T&D,상품 종합 도매업
22415,2,KOSPI,영풍제지,"골판지, 종이 상자 및 종이용기 제조업"
22418,4,KOSPI,영풍제지,"골판지, 종이 상자 및 종이용기 제조업"
22420,1,KOSPI,영풍제지,"골판지, 종이 상자 및 종이용기 제조업"
22422,2,KOSPI,AK홀딩스,기타 금융업
22423,3,KOSPI,AK홀딩스,기타 금융업
22427,2,KOSPI,신송홀딩스,산업용 농·축산물 및 동·식물 도매업
22431,3,KOSPI,신송홀딩스,산업용 농·축산물 및 동·식물 도매업
22434,4,KOSPI,신송홀딩스,산업용 농·축산물 및 동·식물 도매업
22438,1,KOSDAQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
22439,2,KOSDAQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
22443,4,KOSDAQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
22451,3,KOSDAQ,보성파워텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
22461,1,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업"
22467,4,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업"
22471,2,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업"
22484,3,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업"
22499,3,KOSPI,GS리테일,종합 소매업
22500,4,KOSPI,GS리테일,종합 소매업
22531,2,KOSPI,GS리테일,종합 소매업
22532,1,KOSPI,GS리테일,종합 소매업
22693,4,KOSPI,일신석재,"건축자재, 철물 및 난방장치 도매업"
22696,1,KOSPI,일신석재,"건축자재, 철물 및 난방장치 도매업"
22699,2,KOSPI,일신석재,"건축자재, 철물 및 난방장치 도매업"
22701,3,KOSPI,일신석재,"건축자재, 철물 및 난방장치 도매업"
22710,4,KOSPI,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
22717,3,KOSPI,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
22739,1,KOSPI,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
